area,date,interest,isPartial,brand,super_brand,year,month,week,is_zero
ZA,2019-06-30,0,False,Dunlopillo,competitor_brand,2019,6,26,1
ZA,2019-06-30,0,False,Forty Winks,competitor_brand,2019,6,26,1
ZA,2019-06-30,18,False,Sleepmasters,competitor_brand,2019,6,26,0
ZA,2019-07-07,45,False,Sealy,own,2019,7,27,0
ZA,2019-07-07,18,False,Edblo,own,2019,7,27,0
ZA,2019-07-07,33,False,King Koil,own,2019,7,27,0
ZA,2019-07-07,0,False,sealy posturepedic,own,2019,7,27,1
ZA,2019-07-07,0,False,Forgeron,competitor_brand,2019,7,27,1
ZA,2019-07-07,49,False,Restonic,competitor_brand,2019,7,27,0
ZA,2019-07-07,22,False,Cloud 9,competitor_brand,2019,7,27,0
ZA,2019-07-07,50,False,Rest Assured,competitor_brand,2019,7,27,0
ZA,2019-07-07,27,False,Serta,competitor_brand,2019,7,27,0
ZA,2019-07-07,20,False,Simmons,competitor_brand,2019,7,27,0
ZA,2019-07-07,0,False,Tempur,competitor_brand,2019,7,27,1
ZA,2019-07-07,0,False,Dreamland,competitor_brand,2019,7,27,1
ZA,2019-07-07,0,False,Dunlopillo,competitor_brand,2019,7,27,1
ZA,2019-07-07,0,False,Forty Winks,competitor_brand,2019,7,27,1
ZA,2019-07-07,0,False,Sleepmasters,competitor_brand,2019,7,27,1
ZA,2019-07-14,11,False,Sealy,own,2019,7,28,0
ZA,2019-07-14,0,False,Edblo,own,2019,7,28,1
ZA,2019-07-14,0,False,King Koil,own,2019,7,28,1
ZA,2019-07-14,0,False,sealy posturepedic,own,2019,7,28,1
ZA,2019-07-14,0,False,Forgeron,competitor_brand,2019,7,28,1
ZA,2019-07-14,0,False,Restonic,competitor_brand,2019,7,28,1
ZA,2019-07-14,22,False,Cloud 9,competitor_brand,2019,7,28,0
ZA,2019-07-14,49,False,Rest Assured,competitor_brand,2019,7,28,0
ZA,2019-07-14,26,False,Serta,competitor_brand,2019,7,28,0
ZA,2019-07-14,39,False,Simmons,competitor_brand,2019,7,28,0
ZA,2019-07-14,25,False,Tempur,competitor_brand,2019,7,28,0
ZA,2019-07-14,0,False,Dreamland,competitor_brand,2019,7,28,1
ZA,2019-07-14,48,False,Dunlopillo,competitor_brand,2019,7,28,0
ZA,2019-07-14,0,False,Forty Winks,competitor_brand,2019,7,28,1
ZA,2019-07-14,9,False,Sleepmasters,competitor_brand,2019,7,28,0
ZA,2019-07-21,45,False,Sealy,own,2019,7,29,0
ZA,2019-07-21,36,False,Edblo,own,2019,7,29,0
ZA,2019-07-21,0,False,King Koil,own,2019,7,29,1
ZA,2019-07-21,30,False,sealy posturepedic,own,2019,7,29,0
ZA,2019-07-21,0,False,Forgeron,competitor_brand,2019,7,29,1
ZA,2019-07-21,25,False,Restonic,competitor_brand,2019,7,29,0
ZA,2019-07-21,100,False,Cloud 9,competitor_brand,2019,7,29,0
ZA,2019-07-21,25,False,Rest Assured,competitor_brand,2019,7,29,0
ZA,2019-07-21,0,False,Serta,competitor_brand,2019,7,29,1
ZA,2019-07-21,33,False,Simmons,competitor_brand,2019,7,29,0
ZA,2019-07-21,25,False,Tempur,competitor_brand,2019,7,29,0
ZA,2019-07-21,52,False,Dreamland,competitor_brand,2019,7,29,0
ZA,2019-07-21,0,False,Dunlopillo,competitor_brand,2019,7,29,1
ZA,2019-07-21,0,False,Forty Winks,competitor_brand,2019,7,29,1
ZA,2019-07-21,27,False,Sleepmasters,competitor_brand,2019,7,29,0
ZA,2019-07-28,43,False,Sealy,own,2019,7,30,0
ZA,2019-07-28,17,False,Edblo,own,2019,7,30,0
ZA,2019-07-28,0,False,King Koil,own,2019,7,30,1
ZA,2019-07-28,29,False,sealy posturepedic,own,2019,7,30,0
ZA,2019-07-28,0,False,Forgeron,competitor_brand,2019,7,30,1
ZA,2019-07-28,0,False,Restonic,competitor_brand,2019,7,30,1
ZA,2019-07-28,64,False,Cloud 9,competitor_brand,2019,7,30,0
ZA,2019-07-28,0,False,Rest Assured,competitor_brand,2019,7,30,1
ZA,2019-07-28,26,False,Serta,competitor_brand,2019,7,30,0
ZA,2019-07-28,19,False,Simmons,competitor_brand,2019,7,30,0
ZA,2019-07-28,0,False,Tempur,competitor_brand,2019,7,30,1
ZA,2019-07-28,0,False,Dreamland,competitor_brand,2019,7,30,1
ZA,2019-07-28,47,False,Dunlopillo,competitor_brand,2019,7,30,0
ZA,2019-07-28,0,False,Forty Winks,competitor_brand,2019,7,30,1
ZA,2019-07-28,34,False,Sleepmasters,competitor_brand,2019,7,30,0
ZA,2019-08-04,64,False,Sealy,own,2019,8,31,0
ZA,2019-08-04,0,False,Edblo,own,2019,8,31,1
ZA,2019-08-04,0,False,King Koil,own,2019,8,31,1
ZA,2019-08-04,0,False,sealy posturepedic,own,2019,8,31,1
ZA,2019-08-04,0,False,Forgeron,competitor_brand,2019,8,31,1
ZA,2019-08-04,23,False,Restonic,competitor_brand,2019,8,31,0
ZA,2019-08-04,0,False,Cloud 9,competitor_brand,2019,8,31,1
ZA,2019-08-04,0,False,Rest Assured,competitor_brand,2019,8,31,1
ZA,2019-08-04,0,False,Serta,competitor_brand,2019,8,31,1
ZA,2019-08-04,13,False,Simmons,competitor_brand,2019,8,31,0
ZA,2019-08-04,0,False,Tempur,competitor_brand,2019,8,31,1
ZA,2019-08-04,0,False,Dreamland,competitor_brand,2019,8,31,1
ZA,2019-08-04,0,False,Dunlopillo,competitor_brand,2019,8,31,1
ZA,2019-08-04,0,False,Forty Winks,competitor_brand,2019,8,31,1
ZA,2019-08-04,25,False,Sleepmasters,competitor_brand,2019,8,31,0
ZA,2019-08-11,42,False,Sealy,own,2019,8,32,0
ZA,2019-08-11,17,False,Edblo,own,2019,8,32,0
ZA,2019-08-11,0,False,King Koil,own,2019,8,32,1
ZA,2019-08-11,28,False,sealy posturepedic,own,2019,8,32,0
ZA,2019-08-11,0,False,Forgeron,competitor_brand,2019,8,32,1
ZA,2019-08-11,46,False,Restonic,competitor_brand,2019,8,32,0
ZA,2019-08-11,52,False,Cloud 9,competitor_brand,2019,8,32,0
ZA,2019-08-11,0,False,Rest Assured,competitor_brand,2019,8,32,1
ZA,2019-08-11,0,False,Serta,competitor_brand,2019,8,32,1
ZA,2019-08-11,37,False,Simmons,competitor_brand,2019,8,32,0
ZA,2019-08-11,46,False,Tempur,competitor_brand,2019,8,32,0
ZA,2019-08-11,48,False,Dreamland,competitor_brand,2019,8,32,0
ZA,2019-08-11,0,False,Dunlopillo,competitor_brand,2019,8,32,1
ZA,2019-08-11,0,False,Forty Winks,competitor_brand,2019,8,32,1
ZA,2019-08-11,8,False,Sleepmasters,competitor_brand,2019,8,32,0
ZA,2019-08-18,83,False,Sealy,own,2019,8,33,0
ZA,2019-08-18,0,False,Edblo,own,2019,8,33,1
ZA,2019-08-18,0,False,King Koil,own,2019,8,33,1
ZA,2019-08-18,85,False,sealy posturepedic,own,2019,8,33,0
ZA,2019-08-18,0,False,Forgeron,competitor_brand,2019,8,33,1
ZA,2019-08-18,11,False,Restonic,competitor_brand,2019,8,33,0
ZA,2019-08-18,10,False,Cloud 9,competitor_brand,2019,8,33,0
ZA,2019-08-18,0,False,Rest Assured,competitor_brand,2019,8,33,1
ZA,2019-08-18,50,False,Serta,competitor_brand,2019,8,33,0
ZA,2019-08-18,25,False,Simmons,competitor_brand,2019,8,33,0
ZA,2019-08-18,23,False,Tempur,competitor_brand,2019,8,33,0
ZA,2019-08-18,24,False,Dreamland,competitor_brand,2019,8,33,0
ZA,2019-08-18,0,False,Dunlopillo,competitor_brand,2019,8,33,1
ZA,2019-08-18,0,False,Forty Winks,competitor_brand,2019,8,33,1
ZA,2019-08-18,17,False,Sleepmasters,competitor_brand,2019,8,33,0
ZA,2019-08-25,31,False,Sealy,own,2019,8,34,0
ZA,2019-08-25,0,False,Edblo,own,2019,8,34,1
ZA,2019-08-25,31,False,King Koil,own,2019,8,34,0
ZA,2019-08-25,56,False,sealy posturepedic,own,2019,8,34,0
ZA,2019-08-25,0,False,Forgeron,competitor_brand,2019,8,34,1
ZA,2019-08-25,11,False,Restonic,competitor_brand,2019,8,34,0
ZA,2019-08-25,0,False,Cloud 9,competitor_brand,2019,8,34,1
ZA,2019-08-25,0,False,Rest Assured,competitor_brand,2019,8,34,1
ZA,2019-08-25,0,False,Serta,competitor_brand,2019,8,34,1
ZA,2019-08-25,12,False,Simmons,competitor_brand,2019,8,34,0
ZA,2019-08-25,47,False,Tempur,competitor_brand,2019,8,34,0
ZA,2019-08-25,0,False,Dreamland,competitor_brand,2019,8,34,1
ZA,2019-08-25,0,False,Dunlopillo,competitor_brand,2019,8,34,1
ZA,2019-08-25,0,False,Forty Winks,competitor_brand,2019,8,34,1
ZA,2019-08-25,42,False,Sleepmasters,competitor_brand,2019,8,34,0
ZA,2019-09-01,30,False,Sealy,own,2019,9,35,0
ZA,2019-09-01,16,False,Edblo,own,2019,9,35,0
ZA,2019-09-01,0,False,King Koil,own,2019,9,35,1
ZA,2019-09-01,27,False,sealy posturepedic,own,2019,9,35,0
ZA,2019-09-01,0,False,Forgeron,competitor_brand,2019,9,35,1
ZA,2019-09-01,0,False,Restonic,competitor_brand,2019,9,35,1
ZA,2019-09-01,30,False,Cloud 9,competitor_brand,2019,9,35,0
ZA,2019-09-01,23,False,Rest Assured,competitor_brand,2019,9,35,0
ZA,2019-09-01,24,False,Serta,competitor_brand,2019,9,35,0
ZA,2019-09-01,12,False,Simmons,competitor_brand,2019,9,35,0
ZA,2019-09-01,23,False,Tempur,competitor_brand,2019,9,35,0
ZA,2019-09-01,47,False,Dreamland,competitor_brand,2019,9,35,0
ZA,2019-09-01,0,False,Dunlopillo,competitor_brand,2019,9,35,1
ZA,2019-09-01,0,False,Forty Winks,competitor_brand,2019,9,35,1
ZA,2019-09-01,24,False,Sleepmasters,competitor_brand,2019,9,35,0
ZA,2019-09-08,31,False,Sealy,own,2019,9,36,0
ZA,2019-09-08,0,False,Edblo,own,2019,9,36,1
ZA,2019-09-08,0,False,King Koil,own,2019,9,36,1
ZA,2019-09-08,28,False,sealy posturepedic,own,2019,9,36,0
ZA,2019-09-08,0,False,Forgeron,competitor_brand,2019,9,36,1
ZA,2019-09-08,11,False,Restonic,competitor_brand,2019,9,36,0
ZA,2019-09-08,20,False,Cloud 9,competitor_brand,2019,9,36,0
ZA,2019-09-08,0,False,Rest Assured,competitor_brand,2019,9,36,1
ZA,2019-09-08,0,False,Serta,competitor_brand,2019,9,36,1
ZA,2019-09-08,12,False,Simmons,competitor_brand,2019,9,36,0
ZA,2019-09-08,0,False,Tempur,competitor_brand,2019,9,36,1
ZA,2019-09-08,0,False,Dreamland,competitor_brand,2019,9,36,1
ZA,2019-09-08,0,False,Dunlopillo,competitor_brand,2019,9,36,1
ZA,2019-09-08,0,False,Forty Winks,competitor_brand,2019,9,36,1
ZA,2019-09-08,24,False,Sleepmasters,competitor_brand,2019,9,36,0
ZA,2019-09-15,21,False,Sealy,own,2019,9,37,0
ZA,2019-09-15,17,False,Edblo,own,2019,9,37,0
ZA,2019-09-15,0,False,King Koil,own,2019,9,37,1
ZA,2019-09-15,0,False,sealy posturepedic,own,2019,9,37,1
ZA,2019-09-15,0,False,Forgeron,competitor_brand,2019,9,37,1
ZA,2019-09-15,23,False,Restonic,competitor_brand,2019,9,37,0
ZA,2019-09-15,20,False,Cloud 9,competitor_brand,2019,9,37,0
ZA,2019-09-15,0,False,Rest Assured,competitor_brand,2019,9,37,1
ZA,2019-09-15,0,False,Serta,competitor_brand,2019,9,37,1
ZA,2019-09-15,30,False,Simmons,competitor_brand,2019,9,37,0
ZA,2019-09-15,92,False,Tempur,competitor_brand,2019,9,37,0
ZA,2019-09-15,0,False,Dreamland,competitor_brand,2019,9,37,1
ZA,2019-09-15,45,False,Dunlopillo,competitor_brand,2019,9,37,0
ZA,2019-09-15,0,False,Forty Winks,competitor_brand,2019,9,37,1
ZA,2019-09-15,16,False,Sleepmasters,competitor_brand,2019,9,37,0
ZA,2019-09-22,55,False,Sealy,own,2019,9,38,0
ZA,2019-09-22,0,False,Edblo,own,2019,9,38,1
ZA,2019-09-22,0,False,King Koil,own,2019,9,38,1
ZA,2019-09-22,60,False,sealy posturepedic,own,2019,9,38,0
ZA,2019-09-22,0,False,Forgeron,competitor_brand,2019,9,38,1
ZA,2019-09-22,24,False,Restonic,competitor_brand,2019,9,38,0
ZA,2019-09-22,44,False,Cloud 9,competitor_brand,2019,9,38,0
ZA,2019-09-22,0,False,Rest Assured,competitor_brand,2019,9,38,1
ZA,2019-09-22,0,False,Serta,competitor_brand,2019,9,38,1
ZA,2019-09-22,33,False,Simmons,competitor_brand,2019,9,38,0
ZA,2019-09-22,25,False,Tempur,competitor_brand,2019,9,38,0
ZA,2019-09-22,0,False,Dreamland,competitor_brand,2019,9,38,1
ZA,2019-09-22,48,False,Dunlopillo,competitor_brand,2019,9,38,0
ZA,2019-09-22,0,False,Forty Winks,competitor_brand,2019,9,38,1
ZA,2019-09-22,9,False,Sleepmasters,competitor_brand,2019,9,38,0
ZA,2019-09-29,30,False,Sealy,own,2019,9,39,0
ZA,2019-09-29,16,False,Edblo,own,2019,9,39,0
ZA,2019-09-29,0,False,King Koil,own,2019,9,39,1
ZA,2019-09-29,27,False,sealy posturepedic,own,2019,9,39,0
ZA,2019-09-29,0,False,Forgeron,competitor_brand,2019,9,39,1
ZA,2019-09-29,44,False,Restonic,competitor_brand,2019,9,39,0
ZA,2019-09-29,30,False,Cloud 9,competitor_brand,2019,9,39,0
ZA,2019-09-29,22,False,Rest Assured,competitor_brand,2019,9,39,0
ZA,2019-09-29,0,False,Serta,competitor_brand,2019,9,39,1
ZA,2019-09-29,41,False,Simmons,competitor_brand,2019,9,39,0
ZA,2019-09-29,22,False,Tempur,competitor_brand,2019,9,39,0
ZA,2019-09-29,0,False,Dreamland,competitor_brand,2019,9,39,1
ZA,2019-09-29,0,False,Dunlopillo,competitor_brand,2019,9,39,1
ZA,2019-09-29,76,False,Forty Winks,competitor_brand,2019,9,39,0
ZA,2019-09-29,8,False,Sleepmasters,competitor_brand,2019,9,39,0
ZA,2019-10-06,40,False,Sealy,own,2019,10,40,0
ZA,2019-10-06,48,False,Edblo,own,2019,10,40,0
ZA,2019-10-06,30,False,King Koil,own,2019,10,40,0
ZA,2019-10-06,27,False,sealy posturepedic,own,2019,10,40,0
ZA,2019-10-06,0,False,Forgeron,competitor_brand,2019,10,40,1
ZA,2019-10-06,33,False,Restonic,competitor_brand,2019,10,40,0
ZA,2019-10-06,59,False,Cloud 9,competitor_brand,2019,10,40,0
ZA,2019-10-06,22,False,Rest Assured,competitor_brand,2019,10,40,0
ZA,2019-10-06,24,False,Serta,competitor_brand,2019,10,40,0
ZA,2019-10-06,29,False,Simmons,competitor_brand,2019,10,40,0
ZA,2019-10-06,0,False,Tempur,competitor_brand,2019,10,40,1
ZA,2019-10-06,0,False,Dreamland,competitor_brand,2019,10,40,1
ZA,2019-10-06,0,False,Dunlopillo,competitor_brand,2019,10,40,1
ZA,2019-10-06,37,False,Forty Winks,competitor_brand,2019,10,40,0
ZA,2019-10-06,24,False,Sleepmasters,competitor_brand,2019,10,40,0
ZA,2019-10-13,30,False,Sealy,own,2019,10,41,0
ZA,2019-10-13,16,False,Edblo,own,2019,10,41,0
ZA,2019-10-13,0,False,King Koil,own,2019,10,41,1
ZA,2019-10-13,27,False,sealy posturepedic,own,2019,10,41,0
ZA,2019-10-13,0,False,Forgeron,competitor_brand,2019,10,41,1
ZA,2019-10-13,33,False,Restonic,competitor_brand,2019,10,41,0
ZA,2019-10-13,60,False,Cloud 9,competitor_brand,2019,10,41,0
ZA,2019-10-13,23,False,Rest Assured,competitor_brand,2019,10,41,0
ZA,2019-10-13,49,False,Serta,competitor_brand,2019,10,41,0
ZA,2019-10-13,24,False,Simmons,competitor_brand,2019,10,41,0
ZA,2019-10-13,23,False,Tempur,competitor_brand,2019,10,41,0
ZA,2019-10-13,0,False,Dreamland,competitor_brand,2019,10,41,1
ZA,2019-10-13,0,False,Dunlopillo,competitor_brand,2019,10,41,1
ZA,2019-10-13,0,False,Forty Winks,competitor_brand,2019,10,41,1
ZA,2019-10-13,16,False,Sleepmasters,competitor_brand,2019,10,41,0
ZA,2019-10-20,40,False,Sealy,own,2019,10,42,0
ZA,2019-10-20,16,False,Edblo,own,2019,10,42,0
ZA,2019-10-20,0,False,King Koil,own,2019,10,42,1
ZA,2019-10-20,27,False,sealy posturepedic,own,2019,10,42,0
ZA,2019-10-20,0,False,Forgeron,competitor_brand,2019,10,42,1
ZA,2019-10-20,0,False,Restonic,competitor_brand,2019,10,42,1
ZA,2019-10-20,40,False,Cloud 9,competitor_brand,2019,10,42,0
ZA,2019-10-20,0,False,Rest Assured,competitor_brand,2019,10,42,1
ZA,2019-10-20,0,False,Serta,competitor_brand,2019,10,42,1
ZA,2019-10-20,23,False,Simmons,competitor_brand,2019,10,42,0
ZA,2019-10-20,22,False,Tempur,competitor_brand,2019,10,42,0
ZA,2019-10-20,0,False,Dreamland,competitor_brand,2019,10,42,1
ZA,2019-10-20,0,False,Dunlopillo,competitor_brand,2019,10,42,1
ZA,2019-10-20,0,False,Forty Winks,competitor_brand,2019,10,42,1
ZA,2019-10-20,24,False,Sleepmasters,competitor_brand,2019,10,42,0
ZA,2019-10-27,79,False,Sealy,own,2019,10,43,0
ZA,2019-10-27,16,False,Edblo,own,2019,10,43,0
ZA,2019-10-27,0,False,King Koil,own,2019,10,43,1
ZA,2019-10-27,53,False,sealy posturepedic,own,2019,10,43,0
ZA,2019-10-27,85,False,Forgeron,competitor_brand,2019,10,43,0
ZA,2019-10-27,22,False,Restonic,competitor_brand,2019,10,43,0
ZA,2019-10-27,29,False,Cloud 9,competitor_brand,2019,10,43,0
ZA,2019-10-27,66,False,Rest Assured,competitor_brand,2019,10,43,0
ZA,2019-10-27,24,False,Serta,competitor_brand,2019,10,43,0
ZA,2019-10-27,40,False,Simmons,competitor_brand,2019,10,43,0
ZA,2019-10-27,22,False,Tempur,competitor_brand,2019,10,43,0
ZA,2019-10-27,0,False,Dreamland,competitor_brand,2019,10,43,1
ZA,2019-10-27,43,False,Dunlopillo,competitor_brand,2019,10,43,0
ZA,2019-10-27,0,False,Forty Winks,competitor_brand,2019,10,43,1
ZA,2019-10-27,8,False,Sleepmasters,competitor_brand,2019,10,43,0
ZA,2019-11-03,39,False,Sealy,own,2019,11,44,0
ZA,2019-11-03,0,False,Edblo,own,2019,11,44,1
ZA,2019-11-03,0,False,King Koil,own,2019,11,44,1
ZA,2019-11-03,0,False,sealy posturepedic,own,2019,11,44,1
ZA,2019-11-03,0,False,Forgeron,competitor_brand,2019,11,44,1
ZA,2019-11-03,32,False,Restonic,competitor_brand,2019,11,44,0
ZA,2019-11-03,19,False,Cloud 9,competitor_brand,2019,11,44,0
ZA,2019-11-03,22,False,Rest Assured,competitor_brand,2019,11,44,0
ZA,2019-11-03,94,False,Serta,competitor_brand,2019,11,44,0
ZA,2019-11-03,29,False,Simmons,competitor_brand,2019,11,44,0
ZA,2019-11-03,22,False,Tempur,competitor_brand,2019,11,44,0
ZA,2019-11-03,45,False,Dreamland,competitor_brand,2019,11,44,0
ZA,2019-11-03,0,False,Dunlopillo,competitor_brand,2019,11,44,1
ZA,2019-11-03,0,False,Forty Winks,competitor_brand,2019,11,44,1
ZA,2019-11-03,16,False,Sleepmasters,competitor_brand,2019,11,44,0
ZA,2019-11-10,60,False,Sealy,own,2019,11,45,0
ZA,2019-11-10,0,False,Edblo,own,2019,11,45,1
ZA,2019-11-10,60,False,King Koil,own,2019,11,45,0
ZA,2019-11-10,54,False,sealy posturepedic,own,2019,11,45,0
ZA,2019-11-10,0,False,Forgeron,competitor_brand,2019,11,45,1
ZA,2019-11-10,33,False,Restonic,competitor_brand,2019,11,45,0
ZA,2019-11-10,40,False,Cloud 9,competitor_brand,2019,11,45,0
ZA,2019-11-10,67,False,Rest Assured,competitor_brand,2019,11,45,0
ZA,2019-11-10,24,False,Serta,competitor_brand,2019,11,45,0
ZA,2019-11-10,35,False,Simmons,competitor_brand,2019,11,45,0
ZA,2019-11-10,0,False,Tempur,competitor_brand,2019,11,45,1
ZA,2019-11-10,23,False,Dreamland,competitor_brand,2019,11,45,0
ZA,2019-11-10,0,False,Dunlopillo,competitor_brand,2019,11,45,1
ZA,2019-11-10,0,False,Forty Winks,competitor_brand,2019,11,45,1
ZA,2019-11-10,24,False,Sleepmasters,competitor_brand,2019,11,45,0
ZA,2019-11-17,41,False,Sealy,own,2019,11,46,0
ZA,2019-11-17,100,False,Edblo,own,2019,11,46,0
ZA,2019-11-17,31,False,King Koil,own,2019,11,46,0
ZA,2019-11-17,0,False,sealy posturepedic,own,2019,11,46,1
ZA,2019-11-17,0,False,Forgeron,competitor_brand,2019,11,46,1
ZA,2019-11-17,11,False,Restonic,competitor_brand,2019,11,46,0
ZA,2019-11-17,41,False,Cloud 9,competitor_brand,2019,11,46,0
ZA,2019-11-17,0,False,Rest Assured,competitor_brand,2019,11,46,1
ZA,2019-11-17,0,False,Serta,competitor_brand,2019,11,46,1
ZA,2019-11-17,30,False,Simmons,competitor_brand,2019,11,46,0
ZA,2019-11-17,23,False,Tempur,competitor_brand,2019,11,46,0
ZA,2019-11-17,0,False,Dreamland,competitor_brand,2019,11,46,1
ZA,2019-11-17,0,False,Dunlopillo,competitor_brand,2019,11,46,1
ZA,2019-11-17,0,False,Forty Winks,competitor_brand,2019,11,46,1
ZA,2019-11-17,49,False,Sleepmasters,competitor_brand,2019,11,46,0
ZA,2019-11-24,83,False,Sealy,own,2019,11,47,0
ZA,2019-11-24,17,False,Edblo,own,2019,11,47,0
ZA,2019-11-24,0,False,King Koil,own,2019,11,47,1
ZA,2019-11-24,28,False,sealy posturepedic,own,2019,11,47,0
ZA,2019-11-24,91,False,Forgeron,competitor_brand,2019,11,47,0
ZA,2019-11-24,46,False,Restonic,competitor_brand,2019,11,47,0
ZA,2019-11-24,52,False,Cloud 9,competitor_brand,2019,11,47,0
ZA,2019-11-24,47,False,Rest Assured,competitor_brand,2019,11,47,0
ZA,2019-11-24,100,False,Serta,competitor_brand,2019,11,47,0
ZA,2019-11-24,49,False,Simmons,competitor_brand,2019,11,47,0
ZA,2019-11-24,47,False,Tempur,competitor_brand,2019,11,47,0
ZA,2019-11-24,0,False,Dreamland,competitor_brand,2019,11,47,1
ZA,2019-11-24,45,False,Dunlopillo,competitor_brand,2019,11,47,0
ZA,2019-11-24,0,False,Forty Winks,competitor_brand,2019,11,47,1
ZA,2019-11-24,100,False,Sleepmasters,competitor_brand,2019,11,47,0
ZA,2019-12-01,31,False,Sealy,own,2019,12,48,0
ZA,2019-12-01,33,False,Edblo,own,2019,12,48,0
ZA,2019-12-01,0,False,King Koil,own,2019,12,48,1
ZA,2019-12-01,0,False,sealy posturepedic,own,2019,12,48,1
ZA,2019-12-01,0,False,Forgeron,competitor_brand,2019,12,48,1
ZA,2019-12-01,11,False,Restonic,competitor_brand,2019,12,48,0
ZA,2019-12-01,31,False,Cloud 9,competitor_brand,2019,12,48,0
ZA,2019-12-01,46,False,Rest Assured,competitor_brand,2019,12,48,0
ZA,2019-12-01,49,False,Serta,competitor_brand,2019,12,48,0
ZA,2019-12-01,49,False,Simmons,competitor_brand,2019,12,48,0
ZA,2019-12-01,0,False,Tempur,competitor_brand,2019,12,48,1
ZA,2019-12-01,48,False,Dreamland,competitor_brand,2019,12,48,0
ZA,2019-12-01,0,False,Dunlopillo,competitor_brand,2019,12,48,1
ZA,2019-12-01,39,False,Forty Winks,competitor_brand,2019,12,48,0
ZA,2019-12-01,49,False,Sleepmasters,competitor_brand,2019,12,48,0
ZA,2019-12-08,23,False,Sealy,own,2019,12,49,0
ZA,2019-12-08,0,False,Edblo,own,2019,12,49,1
ZA,2019-12-08,0,False,King Koil,own,2019,12,49,1
ZA,2019-12-08,31,False,sealy posturepedic,own,2019,12,49,0
ZA,2019-12-08,0,False,Forgeron,competitor_brand,2019,12,49,1
ZA,2019-12-08,37,False,Restonic,competitor_brand,2019,12,49,0
ZA,2019-12-08,45,False,Cloud 9,competitor_brand,2019,12,49,0
ZA,2019-12-08,0,False,Rest Assured,competitor_brand,2019,12,49,1
ZA,2019-12-08,54,False,Serta,competitor_brand,2019,12,49,0
ZA,2019-12-08,33,False,Simmons,competitor_brand,2019,12,49,0
ZA,2019-12-08,25,False,Tempur,competitor_brand,2019,12,49,0
ZA,2019-12-08,0,False,Dreamland,competitor_brand,2019,12,49,1
ZA,2019-12-08,0,False,Dunlopillo,competitor_brand,2019,12,49,1
ZA,2019-12-08,0,False,Forty Winks,competitor_brand,2019,12,49,1
ZA,2019-12-08,18,False,Sleepmasters,competitor_brand,2019,12,49,0
ZA,2019-12-15,23,False,Sealy,own,2019,12,50,0
ZA,2019-12-15,0,False,Edblo,own,2019,12,50,1
ZA,2019-12-15,0,False,King Koil,own,2019,12,50,1
ZA,2019-12-15,0,False,sealy posturepedic,own,2019,12,50,1
ZA,2019-12-15,100,False,Forgeron,competitor_brand,2019,12,50,0
ZA,2019-12-15,25,False,Restonic,competitor_brand,2019,12,50,0
ZA,2019-12-15,46,False,Cloud 9,competitor_brand,2019,12,50,0
ZA,2019-12-15,26,False,Rest Assured,competitor_brand,2019,12,50,0
ZA,2019-12-15,0,False,Serta,competitor_brand,2019,12,50,1
ZA,2019-12-15,27,False,Simmons,competitor_brand,2019,12,50,0
ZA,2019-12-15,26,False,Tempur,competitor_brand,2019,12,50,0
ZA,2019-12-15,0,False,Dreamland,competitor_brand,2019,12,50,1
ZA,2019-12-15,100,False,Dunlopillo,competitor_brand,2019,12,50,0
ZA,2019-12-15,0,False,Forty Winks,competitor_brand,2019,12,50,1
ZA,2019-12-15,28,False,Sleepmasters,competitor_brand,2019,12,50,0
ZA,2019-12-22,66,False,Sealy,own,2019,12,51,0
ZA,2019-12-22,21,False,Edblo,own,2019,12,51,0
ZA,2019-12-22,39,False,King Koil,own,2019,12,51,0
ZA,2019-12-22,0,False,sealy posturepedic,own,2019,12,51,1
ZA,2019-12-22,0,False,Forgeron,competitor_brand,2019,12,51,1
ZA,2019-12-22,58,False,Restonic,competitor_brand,2019,12,51,0
ZA,2019-12-22,92,False,Cloud 9,competitor_brand,2019,12,51,0
ZA,2019-12-22,0,False,Rest Assured,competitor_brand,2019,12,51,1
ZA,2019-12-22,0,False,Serta,competitor_brand,2019,12,51,1
ZA,2019-12-22,62,False,Simmons,competitor_brand,2019,12,51,0
ZA,2019-12-22,29,False,Tempur,competitor_brand,2019,12,51,0
ZA,2019-12-22,30,False,Dreamland,competitor_brand,2019,12,51,0
ZA,2019-12-22,0,False,Dunlopillo,competitor_brand,2019,12,51,1
ZA,2019-12-22,0,False,Forty Winks,competitor_brand,2019,12,51,1
ZA,2019-12-22,21,False,Sleepmasters,competitor_brand,2019,12,51,0
ZA,2019-12-29,60,False,Sealy,own,2019,12,52,0
ZA,2019-12-29,0,False,Edblo,own,2019,12,52,1
ZA,2019-12-29,0,False,King Koil,own,2019,12,52,1
ZA,2019-12-29,0,False,sealy posturepedic,own,2019,12,52,1
ZA,2019-12-29,0,False,Forgeron,competitor_brand,2019,12,52,1
ZA,2019-12-29,53,False,Restonic,competitor_brand,2019,12,52,0
ZA,2019-12-29,96,False,Cloud 9,competitor_brand,2019,12,52,0
ZA,2019-12-29,27,False,Rest Assured,competitor_brand,2019,12,52,0
ZA,2019-12-29,58,False,Serta,competitor_brand,2019,12,52,0
ZA,2019-12-29,21,False,Simmons,competitor_brand,2019,12,52,0
ZA,2019-12-29,0,False,Tempur,competitor_brand,2019,12,52,1
ZA,2019-12-29,0,False,Dreamland,competitor_brand,2019,12,52,1
