area,date,interest,isPartial,brand,year,month,week,is_zero,estimated_min_interest,estimated_interest
ZA,2017-01-01,13,False,Bradlows,2017,1,52,0,2.0,13.0
ZA,2017-01-08,16,False,Bradlows,2017,1,1,0,2.0,16.0
ZA,2017-01-15,8,False,Bradlows,2017,1,2,0,2.0,8.0
ZA,2017-01-22,16,False,Bradlows,2017,1,3,0,2.0,16.0
ZA,2017-01-29,12,False,Bradlows,2017,1,4,0,2.0,12.0
ZA,2017-02-05,4,False,Bradlows,2017,2,5,0,2.0,4.0
ZA,2017-02-12,4,False,Bradlows,2017,2,6,0,2.0,4.0
ZA,2017-02-19,8,False,Bradlows,2017,2,7,0,2.0,8.0
ZA,2017-02-26,11,False,Bradlows,2017,2,8,0,2.0,11.0
ZA,2017-03-05,4,False,Bradlows,2017,3,9,0,2.0,4.0
ZA,2017-03-12,39,False,Bradlows,2017,3,10,0,2.0,39.0
ZA,2017-03-19,16,False,Bradlows,2017,3,11,0,2.0,16.0
ZA,2017-03-26,16,False,Bradlows,2017,3,12,0,2.0,16.0
ZA,2017-04-02,19,False,Bradlows,2017,4,13,0,2.0,19.0
ZA,2017-04-09,0,False,Bradlows,2017,4,14,1,2.0,2.0
ZA,2017-04-16,9,False,Bradlows,2017,4,15,0,2.0,9.0
ZA,2017-04-23,17,False,Bradlows,2017,4,16,0,2.0,17.0
ZA,2017-04-30,16,False,Bradlows,2017,4,17,0,2.0,16.0
ZA,2017-05-07,8,False,Bradlows,2017,5,18,0,2.0,8.0
ZA,2017-05-14,9,False,Bradlows,2017,5,19,0,2.0,9.0
ZA,2017-05-21,13,False,Bradlows,2017,5,20,0,2.0,13.0
ZA,2017-05-28,34,False,Bradlows,2017,5,21,0,2.0,34.0
ZA,2017-06-04,21,False,Bradlows,2017,6,22,0,2.0,21.0
ZA,2017-06-11,9,False,Bradlows,2017,6,23,0,2.0,9.0
ZA,2017-06-18,4,False,Bradlows,2017,6,24,0,2.0,4.0
ZA,2017-06-25,18,False,Bradlows,2017,6,25,0,2.0,18.0
ZA,2017-07-02,9,False,Bradlows,2017,7,26,0,2.0,9.0
ZA,2017-07-09,13,False,Bradlows,2017,7,27,0,2.0,13.0
ZA,2017-07-16,22,False,Bradlows,2017,7,28,0,2.0,22.0
ZA,2017-07-23,9,False,Bradlows,2017,7,29,0,2.0,9.0
ZA,2017-07-30,24,False,Bradlows,2017,7,30,0,2.0,24.0
ZA,2017-08-06,12,False,Bradlows,2017,8,31,0,2.0,12.0
ZA,2017-08-13,20,False,Bradlows,2017,8,32,0,2.0,20.0
ZA,2017-08-20,12,False,Bradlows,2017,8,33,0,2.0,12.0
ZA,2017-08-27,20,False,Bradlows,2017,8,34,0,2.0,20.0
ZA,2017-09-03,8,False,Bradlows,2017,9,35,0,2.0,8.0
ZA,2017-09-10,16,False,Bradlows,2017,9,36,0,2.0,16.0
ZA,2017-09-17,17,False,Bradlows,2017,9,37,0,2.0,17.0
ZA,2017-09-24,31,False,Bradlows,2017,9,38,0,2.0,31.0
ZA,2017-10-01,21,False,Bradlows,2017,10,39,0,2.0,21.0
ZA,2017-10-08,0,False,Bradlows,2017,10,40,1,2.0,2.0
ZA,2017-10-15,24,False,Bradlows,2017,10,41,0,2.0,24.0
ZA,2017-10-22,17,False,Bradlows,2017,10,42,0,2.0,17.0
ZA,2017-10-29,12,False,Bradlows,2017,10,43,0,2.0,12.0
ZA,2017-11-05,12,False,Bradlows,2017,11,44,0,2.0,12.0
ZA,2017-11-12,37,False,Bradlows,2017,11,45,0,2.0,37.0
ZA,2017-11-19,25,False,Bradlows,2017,11,46,0,2.0,25.0
ZA,2017-11-26,21,False,Bradlows,2017,11,47,0,2.0,21.0
ZA,2017-12-03,17,False,Bradlows,2017,12,48,0,2.0,17.0
ZA,2017-12-10,27,False,Bradlows,2017,12,49,0,2.0,27.0
ZA,2017-12-17,24,False,Bradlows,2017,12,50,0,2.0,24.0
ZA,2017-12-24,44,False,Bradlows,2017,12,51,0,2.0,44.0
ZA,2017-12-31,28,False,Bradlows,2017,12,52,0,2.0,28.0
ZA-EC,2017-01-01,0,False,Bradlows,2017,1,52,1,2.0,2.0
ZA-EC,2017-01-08,0,False,Bradlows,2017,1,1,1,2.0,2.0
ZA-EC,2017-01-15,0,False,Bradlows,2017,1,2,1,2.0,2.0
ZA-EC,2017-01-22,0,False,Bradlows,2017,1,3,1,2.0,2.0
ZA-EC,2017-01-29,0,False,Bradlows,2017,1,4,1,2.0,2.0
ZA-EC,2017-02-05,0,False,Bradlows,2017,2,5,1,2.0,2.0
ZA-EC,2017-02-12,0,False,Bradlows,2017,2,6,1,2.0,2.0
ZA-EC,2017-02-19,0,False,Bradlows,2017,2,7,1,2.0,2.0
ZA-EC,2017-02-26,0,False,Bradlows,2017,2,8,1,2.0,2.0
ZA-EC,2017-03-05,0,False,Bradlows,2017,3,9,1,2.0,2.0
ZA-EC,2017-03-12,58,False,Bradlows,2017,3,10,0,2.0,58.0
ZA-EC,2017-03-19,0,False,Bradlows,2017,3,11,1,2.0,2.0
ZA-EC,2017-03-26,0,False,Bradlows,2017,3,12,1,2.0,2.0
ZA-EC,2017-04-02,0,False,Bradlows,2017,4,13,1,2.0,2.0
ZA-EC,2017-04-09,0,False,Bradlows,2017,4,14,1,2.0,2.0
ZA-EC,2017-04-16,0,False,Bradlows,2017,4,15,1,2.0,2.0
ZA-EC,2017-04-23,0,False,Bradlows,2017,4,16,1,2.0,2.0
ZA-EC,2017-04-30,0,False,Bradlows,2017,4,17,1,2.0,2.0
ZA-EC,2017-05-07,58,False,Bradlows,2017,5,18,0,2.0,58.0
ZA-EC,2017-05-14,0,False,Bradlows,2017,5,19,1,2.0,2.0
ZA-EC,2017-05-21,0,False,Bradlows,2017,5,20,1,2.0,2.0
ZA-EC,2017-05-28,0,False,Bradlows,2017,5,21,1,2.0,2.0
ZA-EC,2017-06-04,0,False,Bradlows,2017,6,22,1,2.0,2.0
ZA-EC,2017-06-11,0,False,Bradlows,2017,6,23,1,2.0,2.0
ZA-EC,2017-06-18,0,False,Bradlows,2017,6,24,1,2.0,2.0
ZA-EC,2017-06-25,0,False,Bradlows,2017,6,25,1,2.0,2.0
ZA-EC,2017-07-02,0,False,Bradlows,2017,7,26,1,2.0,2.0
ZA-EC,2017-07-09,0,False,Bradlows,2017,7,27,1,2.0,2.0
ZA-EC,2017-07-16,0,False,Bradlows,2017,7,28,1,2.0,2.0
ZA-EC,2017-07-23,0,False,Bradlows,2017,7,29,1,2.0,2.0
ZA-EC,2017-07-30,0,False,Bradlows,2017,7,30,1,2.0,2.0
ZA-EC,2017-08-06,0,False,Bradlows,2017,8,31,1,2.0,2.0
ZA-EC,2017-08-13,0,False,Bradlows,2017,8,32,1,2.0,2.0
ZA-EC,2017-08-20,0,False,Bradlows,2017,8,33,1,2.0,2.0
ZA-EC,2017-08-27,0,False,Bradlows,2017,8,34,1,2.0,2.0
ZA-EC,2017-09-03,0,False,Bradlows,2017,9,35,1,2.0,2.0
ZA-EC,2017-09-10,55,False,Bradlows,2017,9,36,0,2.0,55.0
ZA-EC,2017-09-17,0,False,Bradlows,2017,9,37,1,2.0,2.0
ZA-EC,2017-09-24,0,False,Bradlows,2017,9,38,1,2.0,2.0
ZA-EC,2017-10-01,0,False,Bradlows,2017,10,39,1,2.0,2.0
ZA-EC,2017-10-08,0,False,Bradlows,2017,10,40,1,2.0,2.0
ZA-EC,2017-10-15,0,False,Bradlows,2017,10,41,1,2.0,2.0
ZA-EC,2017-10-22,0,False,Bradlows,2017,10,42,1,2.0,2.0
ZA-EC,2017-10-29,0,False,Bradlows,2017,10,43,1,2.0,2.0
ZA-EC,2017-11-05,0,False,Bradlows,2017,11,44,1,2.0,2.0
ZA-EC,2017-11-12,53,False,Bradlows,2017,11,45,0,2.0,53.0
ZA-EC,2017-11-19,0,False,Bradlows,2017,11,46,1,2.0,2.0
ZA-EC,2017-11-26,0,False,Bradlows,2017,11,47,1,2.0,2.0
ZA-EC,2017-12-03,0,False,Bradlows,2017,12,48,1,2.0,2.0
ZA-EC,2017-12-10,0,False,Bradlows,2017,12,49,1,2.0,2.0
ZA-EC,2017-12-17,0,False,Bradlows,2017,12,50,1,2.0,2.0
ZA-EC,2017-12-24,64,False,Bradlows,2017,12,51,0,2.0,64.0
ZA-EC,2017-12-31,0,False,Bradlows,2017,12,52,1,2.0,2.0
ZA-GT,2017-01-01,17,False,Bradlows,2017,1,52,0,2.0,17.0
ZA-GT,2017-01-08,15,False,Bradlows,2017,1,1,0,2.0,15.0
ZA-GT,2017-01-15,15,False,Bradlows,2017,1,2,0,2.0,15.0
ZA-GT,2017-01-22,0,False,Bradlows,2017,1,3,1,2.0,2.0
ZA-GT,2017-01-29,15,False,Bradlows,2017,1,4,0,2.0,15.0
ZA-GT,2017-02-05,0,False,Bradlows,2017,2,5,1,2.0,2.0
ZA-GT,2017-02-12,14,False,Bradlows,2017,2,6,0,2.0,14.0
ZA-GT,2017-02-19,0,False,Bradlows,2017,2,7,1,2.0,2.0
ZA-GT,2017-02-26,7,False,Bradlows,2017,2,8,0,2.0,7.0
ZA-GT,2017-03-05,7,False,Bradlows,2017,3,9,0,2.0,7.0
ZA-GT,2017-03-12,44,False,Bradlows,2017,3,10,0,2.0,44.0
ZA-GT,2017-03-19,24,False,Bradlows,2017,3,11,0,2.0,24.0
ZA-GT,2017-03-26,7,False,Bradlows,2017,3,12,0,2.0,7.0
ZA-GT,2017-04-02,37,False,Bradlows,2017,4,13,0,2.0,37.0
ZA-GT,2017-04-09,0,False,Bradlows,2017,4,14,1,2.0,2.0
ZA-GT,2017-04-16,0,False,Bradlows,2017,4,15,1,2.0,2.0
ZA-GT,2017-04-23,8,False,Bradlows,2017,4,16,0,2.0,8.0
ZA-GT,2017-04-30,8,False,Bradlows,2017,4,17,0,2.0,8.0
ZA-GT,2017-05-07,7,False,Bradlows,2017,5,18,0,2.0,7.0
ZA-GT,2017-05-14,25,False,Bradlows,2017,5,19,0,2.0,25.0
ZA-GT,2017-05-21,17,False,Bradlows,2017,5,20,0,2.0,17.0
ZA-GT,2017-05-28,32,False,Bradlows,2017,5,21,0,2.0,32.0
ZA-GT,2017-06-04,0,False,Bradlows,2017,6,22,1,2.0,2.0
ZA-GT,2017-06-11,0,False,Bradlows,2017,6,23,1,2.0,2.0
ZA-GT,2017-06-18,0,False,Bradlows,2017,6,24,1,2.0,2.0
ZA-GT,2017-06-25,17,False,Bradlows,2017,6,25,0,2.0,17.0
ZA-GT,2017-07-02,0,False,Bradlows,2017,7,26,1,2.0,2.0
ZA-GT,2017-07-09,16,False,Bradlows,2017,7,27,0,2.0,16.0
ZA-GT,2017-07-16,42,False,Bradlows,2017,7,28,0,2.0,42.0
ZA-GT,2017-07-23,0,False,Bradlows,2017,7,29,1,2.0,2.0
ZA-GT,2017-07-30,15,False,Bradlows,2017,7,30,0,2.0,15.0
ZA-GT,2017-08-06,31,False,Bradlows,2017,8,31,0,2.0,31.0
ZA-GT,2017-08-13,8,False,Bradlows,2017,8,32,0,2.0,8.0
ZA-GT,2017-08-20,0,False,Bradlows,2017,8,33,1,2.0,2.0
ZA-GT,2017-08-27,16,False,Bradlows,2017,8,34,0,2.0,16.0
ZA-GT,2017-09-03,8,False,Bradlows,2017,9,35,0,2.0,8.0
ZA-GT,2017-09-10,16,False,Bradlows,2017,9,36,0,2.0,16.0
ZA-GT,2017-09-17,16,False,Bradlows,2017,9,37,0,2.0,16.0
ZA-GT,2017-09-24,34,False,Bradlows,2017,9,38,0,2.0,34.0
ZA-GT,2017-10-01,8,False,Bradlows,2017,10,39,0,2.0,8.0
ZA-GT,2017-10-08,8,False,Bradlows,2017,10,40,0,2.0,8.0
ZA-GT,2017-10-15,8,False,Bradlows,2017,10,41,0,2.0,8.0
ZA-GT,2017-10-22,16,False,Bradlows,2017,10,42,0,2.0,16.0
ZA-GT,2017-10-29,8,False,Bradlows,2017,10,43,0,2.0,8.0
ZA-GT,2017-11-05,40,False,Bradlows,2017,11,44,0,2.0,40.0
ZA-GT,2017-11-12,25,False,Bradlows,2017,11,45,0,2.0,25.0
ZA-GT,2017-11-19,42,False,Bradlows,2017,11,46,0,2.0,42.0
ZA-GT,2017-11-26,42,False,Bradlows,2017,11,47,0,2.0,42.0
ZA-GT,2017-12-03,0,False,Bradlows,2017,12,48,1,2.0,2.0
ZA-GT,2017-12-10,63,False,Bradlows,2017,12,49,0,2.0,63.0
ZA-GT,2017-12-17,20,False,Bradlows,2017,12,50,0,2.0,20.0
ZA-GT,2017-12-24,49,False,Bradlows,2017,12,51,0,2.0,49.0
ZA-GT,2017-12-31,40,False,Bradlows,2017,12,52,0,2.0,40.0
ZA-NL,2017-01-01,0,False,Bradlows,2017,1,52,1,2.0,2.0
ZA-NL,2017-01-08,0,False,Bradlows,2017,1,1,1,2.0,2.0
ZA-NL,2017-01-15,0,False,Bradlows,2017,1,2,1,2.0,2.0
ZA-NL,2017-01-22,0,False,Bradlows,2017,1,3,1,2.0,2.0
ZA-NL,2017-01-29,16,False,Bradlows,2017,1,4,0,2.0,16.0
ZA-NL,2017-02-05,0,False,Bradlows,2017,2,5,1,2.0,2.0
ZA-NL,2017-02-12,0,False,Bradlows,2017,2,6,1,2.0,2.0
ZA-NL,2017-02-19,0,False,Bradlows,2017,2,7,1,2.0,2.0
ZA-NL,2017-02-26,16,False,Bradlows,2017,2,8,0,2.0,16.0
ZA-NL,2017-03-05,0,False,Bradlows,2017,3,9,1,2.0,2.0
ZA-NL,2017-03-12,0,False,Bradlows,2017,3,10,1,2.0,2.0
ZA-NL,2017-03-19,34,False,Bradlows,2017,3,11,0,2.0,34.0
ZA-NL,2017-03-26,0,False,Bradlows,2017,3,12,1,2.0,2.0
ZA-NL,2017-04-02,16,False,Bradlows,2017,4,13,0,2.0,16.0
ZA-NL,2017-04-09,0,False,Bradlows,2017,4,14,1,2.0,2.0
ZA-NL,2017-04-16,0,False,Bradlows,2017,4,15,1,2.0,2.0
ZA-NL,2017-04-23,0,False,Bradlows,2017,4,16,1,2.0,2.0
ZA-NL,2017-04-30,17,False,Bradlows,2017,4,17,0,2.0,17.0
ZA-NL,2017-05-07,16,False,Bradlows,2017,5,18,0,2.0,16.0
ZA-NL,2017-05-14,18,False,Bradlows,2017,5,19,0,2.0,18.0
ZA-NL,2017-05-21,18,False,Bradlows,2017,5,20,0,2.0,18.0
ZA-NL,2017-05-28,0,False,Bradlows,2017,5,21,1,2.0,2.0
ZA-NL,2017-06-04,17,False,Bradlows,2017,6,22,0,2.0,17.0
ZA-NL,2017-06-11,19,False,Bradlows,2017,6,23,0,2.0,19.0
ZA-NL,2017-06-18,36,False,Bradlows,2017,6,24,0,2.0,36.0
ZA-NL,2017-06-25,0,False,Bradlows,2017,6,25,1,2.0,2.0
ZA-NL,2017-07-02,0,False,Bradlows,2017,7,26,1,2.0,2.0
ZA-NL,2017-07-09,0,False,Bradlows,2017,7,27,1,2.0,2.0
ZA-NL,2017-07-16,0,False,Bradlows,2017,7,28,1,2.0,2.0
ZA-NL,2017-07-23,0,False,Bradlows,2017,7,29,1,2.0,2.0
ZA-NL,2017-07-30,17,False,Bradlows,2017,7,30,0,2.0,17.0
ZA-NL,2017-08-06,0,False,Bradlows,2017,8,31,1,2.0,2.0
ZA-NL,2017-08-13,17,False,Bradlows,2017,8,32,0,2.0,17.0
ZA-NL,2017-08-20,0,False,Bradlows,2017,8,33,1,2.0,2.0
ZA-NL,2017-08-27,16,False,Bradlows,2017,8,34,0,2.0,16.0
ZA-NL,2017-09-03,16,False,Bradlows,2017,9,35,0,2.0,16.0
ZA-NL,2017-09-10,16,False,Bradlows,2017,9,36,0,2.0,16.0
ZA-NL,2017-09-17,0,False,Bradlows,2017,9,37,1,2.0,2.0
ZA-NL,2017-09-24,35,False,Bradlows,2017,9,38,0,2.0,35.0
ZA-NL,2017-10-01,16,False,Bradlows,2017,10,39,0,2.0,16.0
ZA-NL,2017-10-08,0,False,Bradlows,2017,10,40,1,2.0,2.0
ZA-NL,2017-10-15,16,False,Bradlows,2017,10,41,0,2.0,16.0
ZA-NL,2017-10-22,0,False,Bradlows,2017,10,42,1,2.0,2.0
ZA-NL,2017-10-29,17,False,Bradlows,2017,10,43,0,2.0,17.0
ZA-NL,2017-11-05,0,False,Bradlows,2017,11,44,1,2.0,2.0
ZA-NL,2017-11-12,34,False,Bradlows,2017,11,45,0,2.0,34.0
ZA-NL,2017-11-19,17,False,Bradlows,2017,11,46,0,2.0,17.0
ZA-NL,2017-11-26,17,False,Bradlows,2017,11,47,0,2.0,17.0
ZA-NL,2017-12-03,17,False,Bradlows,2017,12,48,0,2.0,17.0
ZA-NL,2017-12-10,35,False,Bradlows,2017,12,49,0,2.0,35.0
ZA-NL,2017-12-17,35,False,Bradlows,2017,12,50,0,2.0,35.0
ZA-NL,2017-12-24,19,False,Bradlows,2017,12,51,0,2.0,19.0
ZA-NL,2017-12-31,34,False,Bradlows,2017,12,52,0,2.0,34.0
ZA-WC,2017-01-01,28,False,Bradlows,2017,1,52,0,2.0,28.0
ZA-WC,2017-01-08,0,False,Bradlows,2017,1,1,1,2.0,2.0
ZA-WC,2017-01-15,0,False,Bradlows,2017,1,2,1,2.0,2.0
ZA-WC,2017-01-22,0,False,Bradlows,2017,1,3,1,2.0,2.0
ZA-WC,2017-01-29,0,False,Bradlows,2017,1,4,1,2.0,2.0
ZA-WC,2017-02-05,0,False,Bradlows,2017,2,5,1,2.0,2.0
ZA-WC,2017-02-12,0,False,Bradlows,2017,2,6,1,2.0,2.0
ZA-WC,2017-02-19,0,False,Bradlows,2017,2,7,1,2.0,2.0
ZA-WC,2017-02-26,0,False,Bradlows,2017,2,8,1,2.0,2.0
ZA-WC,2017-03-05,0,False,Bradlows,2017,3,9,1,2.0,2.0
ZA-WC,2017-03-12,24,False,Bradlows,2017,3,10,0,2.0,24.0
ZA-WC,2017-03-19,0,False,Bradlows,2017,3,11,1,2.0,2.0
ZA-WC,2017-03-26,0,False,Bradlows,2017,3,12,1,2.0,2.0
ZA-WC,2017-04-02,0,False,Bradlows,2017,4,13,1,2.0,2.0
ZA-WC,2017-04-09,0,False,Bradlows,2017,4,14,1,2.0,2.0
ZA-WC,2017-04-16,0,False,Bradlows,2017,4,15,1,2.0,2.0
ZA-WC,2017-04-23,0,False,Bradlows,2017,4,16,1,2.0,2.0
ZA-WC,2017-04-30,26,False,Bradlows,2017,4,17,0,2.0,26.0
ZA-WC,2017-05-07,0,False,Bradlows,2017,5,18,1,2.0,2.0
ZA-WC,2017-05-14,0,False,Bradlows,2017,5,19,1,2.0,2.0
ZA-WC,2017-05-21,0,False,Bradlows,2017,5,20,1,2.0,2.0
ZA-WC,2017-05-28,0,False,Bradlows,2017,5,21,1,2.0,2.0
ZA-WC,2017-06-04,0,False,Bradlows,2017,6,22,1,2.0,2.0
ZA-WC,2017-06-11,0,False,Bradlows,2017,6,23,1,2.0,2.0
ZA-WC,2017-06-18,0,False,Bradlows,2017,6,24,1,2.0,2.0
ZA-WC,2017-06-25,0,False,Bradlows,2017,6,25,1,2.0,2.0
ZA-WC,2017-07-02,0,False,Bradlows,2017,7,26,1,2.0,2.0
ZA-WC,2017-07-09,0,False,Bradlows,2017,7,27,1,2.0,2.0
ZA-WC,2017-07-16,0,False,Bradlows,2017,7,28,1,2.0,2.0
ZA-WC,2017-07-23,0,False,Bradlows,2017,7,29,1,2.0,2.0
ZA-WC,2017-07-30,0,False,Bradlows,2017,7,30,1,2.0,2.0
ZA-WC,2017-08-06,0,False,Bradlows,2017,8,31,1,2.0,2.0
ZA-WC,2017-08-13,54,False,Bradlows,2017,8,32,0,2.0,54.0
ZA-WC,2017-08-20,0,False,Bradlows,2017,8,33,1,2.0,2.0
ZA-WC,2017-08-27,0,False,Bradlows,2017,8,34,1,2.0,2.0
ZA-WC,2017-09-03,0,False,Bradlows,2017,9,35,1,2.0,2.0
ZA-WC,2017-09-10,27,False,Bradlows,2017,9,36,0,2.0,27.0
ZA-WC,2017-09-17,28,False,Bradlows,2017,9,37,0,2.0,28.0
ZA-WC,2017-09-24,29,False,Bradlows,2017,9,38,0,2.0,29.0
ZA-WC,2017-10-01,0,False,Bradlows,2017,10,39,1,2.0,2.0
ZA-WC,2017-10-08,0,False,Bradlows,2017,10,40,1,2.0,2.0
ZA-WC,2017-10-15,27,False,Bradlows,2017,10,41,0,2.0,27.0
ZA-WC,2017-10-22,0,False,Bradlows,2017,10,42,1,2.0,2.0
ZA-WC,2017-10-29,0,False,Bradlows,2017,10,43,1,2.0,2.0
ZA-WC,2017-11-05,0,False,Bradlows,2017,11,44,1,2.0,2.0
ZA-WC,2017-11-12,26,False,Bradlows,2017,11,45,0,2.0,26.0
ZA-WC,2017-11-19,54,False,Bradlows,2017,11,46,0,2.0,54.0
ZA-WC,2017-11-26,0,False,Bradlows,2017,11,47,1,2.0,2.0
ZA-WC,2017-12-03,0,False,Bradlows,2017,12,48,1,2.0,2.0
ZA-WC,2017-12-10,0,False,Bradlows,2017,12,49,1,2.0,2.0
ZA-WC,2017-12-17,29,False,Bradlows,2017,12,50,0,2.0,29.0
ZA-WC,2017-12-24,33,False,Bradlows,2017,12,51,0,2.0,33.0
ZA-WC,2017-12-31,28,False,Bradlows,2017,12,52,0,2.0,28.0
ZA,2017-01-01,0,False,Russells,2017,1,52,1,4.0,4.0
ZA,2017-01-08,9,False,Russells,2017,1,1,0,4.0,9.0
ZA,2017-01-15,26,False,Russells,2017,1,2,0,4.0,26.0
ZA,2017-01-22,9,False,Russells,2017,1,3,0,4.0,9.0
ZA,2017-01-29,17,False,Russells,2017,1,4,0,4.0,17.0
ZA,2017-02-05,0,False,Russells,2017,2,5,1,4.0,4.0
ZA,2017-02-12,8,False,Russells,2017,2,6,0,4.0,8.0
ZA,2017-02-19,25,False,Russells,2017,2,7,0,4.0,25.0
ZA,2017-02-26,8,False,Russells,2017,2,8,0,4.0,8.0
ZA,2017-03-05,8,False,Russells,2017,3,9,0,4.0,8.0
ZA,2017-03-12,17,False,Russells,2017,3,10,0,4.0,17.0
ZA,2017-03-19,0,False,Russells,2017,3,11,1,4.0,4.0
ZA,2017-03-26,17,False,Russells,2017,3,12,0,4.0,17.0
ZA,2017-04-02,8,False,Russells,2017,4,13,0,4.0,8.0
ZA,2017-04-09,19,False,Russells,2017,4,14,0,4.0,19.0
ZA,2017-04-16,0,False,Russells,2017,4,15,1,4.0,4.0
ZA,2017-04-23,9,False,Russells,2017,4,16,0,4.0,9.0
ZA,2017-04-30,0,False,Russells,2017,4,17,1,4.0,4.0
ZA,2017-05-07,25,False,Russells,2017,5,18,0,4.0,25.0
ZA,2017-05-14,9,False,Russells,2017,5,19,0,4.0,9.0
ZA,2017-05-21,0,False,Russells,2017,5,20,1,4.0,4.0
ZA,2017-05-28,37,False,Russells,2017,5,21,0,4.0,37.0
ZA,2017-06-04,9,False,Russells,2017,6,22,0,4.0,9.0
ZA,2017-06-11,0,False,Russells,2017,6,23,1,4.0,4.0
ZA,2017-06-18,18,False,Russells,2017,6,24,0,4.0,18.0
ZA,2017-06-25,0,False,Russells,2017,6,25,1,4.0,4.0
ZA,2017-07-02,28,False,Russells,2017,7,26,0,4.0,28.0
ZA,2017-07-09,18,False,Russells,2017,7,27,0,4.0,18.0
ZA,2017-07-16,9,False,Russells,2017,7,28,0,4.0,9.0
ZA,2017-07-23,9,False,Russells,2017,7,29,0,4.0,9.0
ZA,2017-07-30,17,False,Russells,2017,7,30,0,4.0,17.0
ZA,2017-08-06,18,False,Russells,2017,8,31,0,4.0,18.0
ZA,2017-08-13,9,False,Russells,2017,8,32,0,4.0,9.0
ZA,2017-08-20,0,False,Russells,2017,8,33,1,4.0,4.0
ZA,2017-08-27,0,False,Russells,2017,8,34,1,4.0,4.0
ZA,2017-09-03,35,False,Russells,2017,9,35,0,4.0,35.0
ZA,2017-09-10,9,False,Russells,2017,9,36,0,4.0,9.0
ZA,2017-09-17,9,False,Russells,2017,9,37,0,4.0,9.0
ZA,2017-09-24,19,False,Russells,2017,9,38,0,4.0,19.0
ZA,2017-10-01,0,False,Russells,2017,10,39,1,4.0,4.0
ZA,2017-10-08,0,False,Russells,2017,10,40,1,4.0,4.0
ZA,2017-10-15,0,False,Russells,2017,10,41,1,4.0,4.0
ZA,2017-10-22,18,False,Russells,2017,10,42,0,4.0,18.0
ZA,2017-10-29,9,False,Russells,2017,10,43,0,4.0,9.0
ZA,2017-11-05,9,False,Russells,2017,11,44,0,4.0,9.0
ZA,2017-11-12,0,False,Russells,2017,11,45,1,4.0,4.0
ZA,2017-11-19,9,False,Russells,2017,11,46,0,4.0,9.0
ZA,2017-11-26,9,False,Russells,2017,11,47,0,4.0,9.0
ZA,2017-12-03,18,False,Russells,2017,12,48,0,4.0,18.0
ZA,2017-12-10,0,False,Russells,2017,12,49,1,4.0,4.0
ZA,2017-12-17,10,False,Russells,2017,12,50,0,4.0,10.0
ZA,2017-12-24,12,False,Russells,2017,12,51,0,4.0,12.0
ZA,2017-12-31,49,False,Russells,2017,12,52,0,4.0,49.0
ZA-EC,2017-01-01,0,False,Russells,2017,1,52,1,4.0,4.0
ZA-EC,2017-01-08,0,False,Russells,2017,1,1,1,4.0,4.0
ZA-EC,2017-01-15,0,False,Russells,2017,1,2,1,4.0,4.0
ZA-EC,2017-01-22,0,False,Russells,2017,1,3,1,4.0,4.0
ZA-EC,2017-01-29,0,False,Russells,2017,1,4,1,4.0,4.0
ZA-EC,2017-02-05,0,False,Russells,2017,2,5,1,4.0,4.0
ZA-EC,2017-02-12,0,False,Russells,2017,2,6,1,4.0,4.0
ZA-EC,2017-02-19,0,False,Russells,2017,2,7,1,4.0,4.0
ZA-EC,2017-02-26,0,False,Russells,2017,2,8,1,4.0,4.0
ZA-EC,2017-03-05,0,False,Russells,2017,3,9,1,4.0,4.0
ZA-EC,2017-03-12,0,False,Russells,2017,3,10,1,4.0,4.0
ZA-EC,2017-03-19,0,False,Russells,2017,3,11,1,4.0,4.0
ZA-EC,2017-03-26,0,False,Russells,2017,3,12,1,4.0,4.0
ZA-EC,2017-04-02,0,False,Russells,2017,4,13,1,4.0,4.0
ZA-EC,2017-04-09,0,False,Russells,2017,4,14,1,4.0,4.0
ZA-EC,2017-04-16,0,False,Russells,2017,4,15,1,4.0,4.0
ZA-EC,2017-04-23,0,False,Russells,2017,4,16,1,4.0,4.0
ZA-EC,2017-04-30,0,False,Russells,2017,4,17,1,4.0,4.0
ZA-EC,2017-05-07,0,False,Russells,2017,5,18,1,4.0,4.0
ZA-EC,2017-05-14,0,False,Russells,2017,5,19,1,4.0,4.0
ZA-EC,2017-05-21,0,False,Russells,2017,5,20,1,4.0,4.0
ZA-EC,2017-05-28,0,False,Russells,2017,5,21,1,4.0,4.0
ZA-EC,2017-06-04,0,False,Russells,2017,6,22,1,4.0,4.0
ZA-EC,2017-06-11,0,False,Russells,2017,6,23,1,4.0,4.0
ZA-EC,2017-06-18,0,False,Russells,2017,6,24,1,4.0,4.0
ZA-EC,2017-06-25,0,False,Russells,2017,6,25,1,4.0,4.0
ZA-EC,2017-07-02,0,False,Russells,2017,7,26,1,4.0,4.0
ZA-EC,2017-07-09,0,False,Russells,2017,7,27,1,4.0,4.0
ZA-EC,2017-07-16,0,False,Russells,2017,7,28,1,4.0,4.0
ZA-EC,2017-07-23,0,False,Russells,2017,7,29,1,4.0,4.0
ZA-EC,2017-07-30,59,False,Russells,2017,7,30,0,4.0,59.0
ZA-EC,2017-08-06,0,False,Russells,2017,8,31,1,4.0,4.0
ZA-EC,2017-08-13,0,False,Russells,2017,8,32,1,4.0,4.0
ZA-EC,2017-08-20,0,False,Russells,2017,8,33,1,4.0,4.0
