area,date,interest,sealy,isPartial,brand,super_brand,year,month,week,is_zero
ZA,2019-02-24,9,28,False,Rest Assured,competitor_brand,2019,2,8,0
ZA,2019-02-24,9,28,False,Serta,competitor_brand,2019,2,8,0
ZA,2019-02-24,19,28,False,Simmons,competitor_brand,2019,2,8,0
ZA,2019-02-24,9,28,False,Tempur,competitor_brand,2019,2,8,0
ZA,2019-02-24,0,28,False,Dreamland,competitor_brand,2019,2,8,1
ZA,2019-02-24,0,28,False,Dunlopillo,competitor_brand,2019,2,8,1
ZA,2019-02-24,0,28,False,Forty Winks,competitor_brand,2019,2,8,1
ZA,2019-02-24,14,22,False,Sleepmasters,competitor_brand,2019,2,8,0
ZA,2019-02-24,41,6,False,mattress,other,2019,2,8,0
ZA,2019-02-24,59,3,False,bed,other,2019,2,8,0
ZA,2019-03-03,47,47,False,Sealy,own,2019,3,9,0
ZA,2019-03-03,0,47,False,Edblo,own,2019,3,9,1
ZA,2019-03-03,0,47,False,King Koil,own,2019,3,9,1
ZA,2019-03-03,0,47,False,King Coil,own,2019,3,9,1
ZA,2019-03-03,0,47,False,Slumber Land,own,2019,3,9,1
ZA,2019-03-03,0,47,False,sealy posturepedic,own,2019,3,9,1
ZA,2019-03-03,9,47,False,Slumberland,own,2019,3,9,0
ZA,2019-03-03,0,47,False,Ashleigh's,competitor_brand,2019,3,9,1
ZA,2019-03-03,0,47,False,Ashleighs,competitor_brand,2019,3,9,1
ZA,2019-03-03,0,47,False,Forgeron,competitor_brand,2019,3,9,1
ZA,2019-03-03,0,47,False,Restonic,competitor_brand,2019,3,9,1
ZA,2019-03-03,9,47,False,Cloud 9,competitor_brand,2019,3,9,0
ZA,2019-03-03,9,47,False,Cloud Nine,competitor_brand,2019,3,9,0
ZA,2019-03-03,19,47,False,Rest Assured,competitor_brand,2019,3,9,0
ZA,2019-03-03,9,47,False,Serta,competitor_brand,2019,3,9,0
ZA,2019-03-03,0,47,False,Simmons,competitor_brand,2019,3,9,1
ZA,2019-03-03,0,47,False,Tempur,competitor_brand,2019,3,9,1
ZA,2019-03-03,0,47,False,Dreamland,competitor_brand,2019,3,9,1
ZA,2019-03-03,0,47,False,Dunlopillo,competitor_brand,2019,3,9,1
ZA,2019-03-03,0,47,False,Forty Winks,competitor_brand,2019,3,9,1
ZA,2019-03-03,0,36,False,Sleepmasters,competitor_brand,2019,3,9,1
ZA,2019-03-03,55,10,False,mattress,other,2019,3,9,0
ZA,2019-03-03,35,5,False,bed,other,2019,3,9,0
ZA,2019-03-10,48,48,False,Sealy,own,2019,3,10,0
ZA,2019-03-10,0,48,False,Edblo,own,2019,3,10,1
ZA,2019-03-10,10,48,False,King Koil,own,2019,3,10,0
ZA,2019-03-10,0,48,False,King Coil,own,2019,3,10,1
ZA,2019-03-10,0,48,False,Slumber Land,own,2019,3,10,1
ZA,2019-03-10,0,48,False,sealy posturepedic,own,2019,3,10,1
ZA,2019-03-10,19,48,False,Slumberland,own,2019,3,10,0
ZA,2019-03-10,0,48,False,Ashleigh's,competitor_brand,2019,3,10,1
ZA,2019-03-10,0,48,False,Ashleighs,competitor_brand,2019,3,10,1
ZA,2019-03-10,0,48,False,Forgeron,competitor_brand,2019,3,10,1
ZA,2019-03-10,10,48,False,Restonic,competitor_brand,2019,3,10,0
ZA,2019-03-10,19,48,False,Cloud 9,competitor_brand,2019,3,10,0
ZA,2019-03-10,29,48,False,Cloud Nine,competitor_brand,2019,3,10,0
ZA,2019-03-10,0,48,False,Rest Assured,competitor_brand,2019,3,10,1
ZA,2019-03-10,10,48,False,Serta,competitor_brand,2019,3,10,0
ZA,2019-03-10,0,48,False,Simmons,competitor_brand,2019,3,10,1
ZA,2019-03-10,10,48,False,Tempur,competitor_brand,2019,3,10,0
ZA,2019-03-10,0,48,False,Dreamland,competitor_brand,2019,3,10,1
ZA,2019-03-10,0,48,False,Dunlopillo,competitor_brand,2019,3,10,1
ZA,2019-03-10,0,48,False,Forty Winks,competitor_brand,2019,3,10,1
ZA,2019-03-10,22,37,False,Sleepmasters,competitor_brand,2019,3,10,0
ZA,2019-03-10,50,10,False,mattress,other,2019,3,10,0
ZA,2019-03-10,55,5,False,bed,other,2019,3,10,0
ZA,2019-03-17,21,21,False,Sealy,own,2019,3,11,0
ZA,2019-03-17,0,21,False,Edblo,own,2019,3,11,1
ZA,2019-03-17,0,21,False,King Koil,own,2019,3,11,1
ZA,2019-03-17,0,21,False,King Coil,own,2019,3,11,1
ZA,2019-03-17,0,21,False,Slumber Land,own,2019,3,11,1
ZA,2019-03-17,0,21,False,sealy posturepedic,own,2019,3,11,1
ZA,2019-03-17,0,21,False,Slumberland,own,2019,3,11,1
ZA,2019-03-17,0,21,False,Ashleigh's,competitor_brand,2019,3,11,1
ZA,2019-03-17,0,21,False,Ashleighs,competitor_brand,2019,3,11,1
ZA,2019-03-17,0,21,False,Forgeron,competitor_brand,2019,3,11,1
ZA,2019-03-17,10,21,False,Restonic,competitor_brand,2019,3,11,0
ZA,2019-03-17,10,21,False,Cloud 9,competitor_brand,2019,3,11,0
ZA,2019-03-17,0,21,False,Cloud Nine,competitor_brand,2019,3,11,1
ZA,2019-03-17,10,21,False,Rest Assured,competitor_brand,2019,3,11,0
ZA,2019-03-17,0,21,False,Serta,competitor_brand,2019,3,11,1
ZA,2019-03-17,0,21,False,Simmons,competitor_brand,2019,3,11,1
ZA,2019-03-17,0,21,False,Tempur,competitor_brand,2019,3,11,1
ZA,2019-03-17,0,21,False,Dreamland,competitor_brand,2019,3,11,1
ZA,2019-03-17,0,21,False,Dunlopillo,competitor_brand,2019,3,11,1
ZA,2019-03-17,0,21,False,Forty Winks,competitor_brand,2019,3,11,1
ZA,2019-03-17,24,16,False,Sleepmasters,competitor_brand,2019,3,11,0
ZA,2019-03-17,60,4,False,mattress,other,2019,3,11,0
ZA,2019-03-17,54,2,False,bed,other,2019,3,11,0
ZA,2019-03-24,39,39,False,Sealy,own,2019,3,12,0
ZA,2019-03-24,10,39,False,Edblo,own,2019,3,12,0
ZA,2019-03-24,0,39,False,King Koil,own,2019,3,12,1
ZA,2019-03-24,0,39,False,King Coil,own,2019,3,12,1
ZA,2019-03-24,0,39,False,Slumber Land,own,2019,3,12,1
ZA,2019-03-24,10,39,False,sealy posturepedic,own,2019,3,12,0
ZA,2019-03-24,0,39,False,Slumberland,own,2019,3,12,1
ZA,2019-03-24,0,39,False,Ashleigh's,competitor_brand,2019,3,12,1
ZA,2019-03-24,0,39,False,Ashleighs,competitor_brand,2019,3,12,1
ZA,2019-03-24,0,39,False,Forgeron,competitor_brand,2019,3,12,1
ZA,2019-03-24,39,39,False,Restonic,competitor_brand,2019,3,12,0
ZA,2019-03-24,0,39,False,Cloud 9,competitor_brand,2019,3,12,1
ZA,2019-03-24,0,39,False,Cloud Nine,competitor_brand,2019,3,12,1
ZA,2019-03-24,29,39,False,Rest Assured,competitor_brand,2019,3,12,0
ZA,2019-03-24,0,39,False,Serta,competitor_brand,2019,3,12,1
ZA,2019-03-24,0,39,False,Simmons,competitor_brand,2019,3,12,1
ZA,2019-03-24,0,39,False,Tempur,competitor_brand,2019,3,12,1
ZA,2019-03-24,10,39,False,Dreamland,competitor_brand,2019,3,12,0
ZA,2019-03-24,0,39,False,Dunlopillo,competitor_brand,2019,3,12,1
ZA,2019-03-24,0,39,False,Forty Winks,competitor_brand,2019,3,12,1
ZA,2019-03-24,0,30,False,Sleepmasters,competitor_brand,2019,3,12,1
ZA,2019-03-24,53,8,False,mattress,other,2019,3,12,0
ZA,2019-03-24,59,4,False,bed,other,2019,3,12,0
ZA,2019-03-31,19,19,False,Sealy,own,2019,3,13,0
ZA,2019-03-31,19,19,False,Edblo,own,2019,3,13,0
ZA,2019-03-31,0,19,False,King Koil,own,2019,3,13,1
ZA,2019-03-31,0,19,False,King Coil,own,2019,3,13,1
ZA,2019-03-31,0,19,False,Slumber Land,own,2019,3,13,1
ZA,2019-03-31,0,19,False,sealy posturepedic,own,2019,3,13,1
ZA,2019-03-31,0,19,False,Slumberland,own,2019,3,13,1
ZA,2019-03-31,0,19,False,Ashleigh's,competitor_brand,2019,3,13,1
ZA,2019-03-31,0,19,False,Ashleighs,competitor_brand,2019,3,13,1
ZA,2019-03-31,0,19,False,Forgeron,competitor_brand,2019,3,13,1
ZA,2019-03-31,0,19,False,Restonic,competitor_brand,2019,3,13,1
ZA,2019-03-31,9,19,False,Cloud 9,competitor_brand,2019,3,13,0
ZA,2019-03-31,9,19,False,Cloud Nine,competitor_brand,2019,3,13,0
