area,date,interest,OK furniture,isPartial,brand,year,month,week,is_zero
ZA,2017-01-01,6,13,False,Bradlows,2017,1,52,0
ZA,2017-01-01,0,13,False,Russells,2017,1,52,1
ZA,2017-01-01,4,13,False,Rochester,2017,1,52,0
ZA,2017-01-01,0,13,False,Sleepmasters,2017,1,52,1
ZA,2017-01-01,13,13,False,OK Furniture,2017,1,52,0
ZA,2017-01-01,2,13,False,House and Home,2017,1,52,0
ZA,2017-01-01,0,13,False,House & Home,2017,1,52,1
ZA,2017-01-01,8,13,False,Lewis,2017,1,52,0
ZA,2017-01-01,0,13,False,Beares,2017,1,52,1
ZA,2017-01-01,0,13,False,Best Home & Electric,2017,1,52,1
ZA,2017-01-01,0,13,False,Best Home and Electric,2017,1,52,1
ZA,2017-01-01,0,13,False,Best Home,2017,1,52,1
ZA,2017-01-01,4,13,False,Dial a Bed,2017,1,52,0
ZA,2017-01-01,0,13,False,The Bed Centre,2017,1,52,1
ZA,2017-01-01,0,13,False,Bed centre,2017,1,52,1
ZA,2017-01-01,6,13,False,The Bed Shop,2017,1,52,0
ZA,2017-01-01,4,13,False,Tafelberg,2017,1,52,0
ZA,2017-01-01,0,13,False,The Mattress King,2017,1,52,1
ZA,2017-01-01,0,13,False,Mattress Gallery,2017,1,52,1
ZA,2017-01-01,6,13,False,Mattress Warehouse,2017,1,52,0
ZA,2017-01-01,4,13,False,Ericssons,2017,1,52,0
ZA,2017-01-08,8,4,False,Bradlows,2017,1,1,0
ZA,2017-01-08,2,4,False,Russells,2017,1,1,0
ZA,2017-01-08,2,4,False,Rochester,2017,1,1,0
ZA,2017-01-08,0,4,False,Sleepmasters,2017,1,1,1
ZA,2017-01-08,4,4,False,OK Furniture,2017,1,1,0
ZA,2017-01-08,15,4,False,House and Home,2017,1,1,0
ZA,2017-01-08,0,4,False,House & Home,2017,1,1,1
ZA,2017-01-08,4,4,False,Lewis,2017,1,1,0
ZA,2017-01-08,0,4,False,Beares,2017,1,1,1
ZA,2017-01-08,0,4,False,Best Home & Electric,2017,1,1,1
ZA,2017-01-08,0,4,False,Best Home and Electric,2017,1,1,1
ZA,2017-01-08,4,4,False,Best Home,2017,1,1,0
ZA,2017-01-08,0,4,False,Dial a Bed,2017,1,1,1
ZA,2017-01-08,2,4,False,The Bed Centre,2017,1,1,0
ZA,2017-01-08,0,4,False,Bed centre,2017,1,1,1
ZA,2017-01-08,4,4,False,The Bed Shop,2017,1,1,0
ZA,2017-01-08,2,4,False,Tafelberg,2017,1,1,0
ZA,2017-01-08,2,4,False,The Mattress King,2017,1,1,0
ZA,2017-01-08,2,4,False,Mattress Gallery,2017,1,1,0
ZA,2017-01-08,2,4,False,Mattress Warehouse,2017,1,1,0
ZA,2017-01-08,0,4,False,Ericssons,2017,1,1,1
ZA,2017-01-15,4,14,False,Bradlows,2017,1,2,0
ZA,2017-01-15,6,14,False,Russells,2017,1,2,0
ZA,2017-01-15,2,14,False,Rochester,2017,1,2,0
ZA,2017-01-15,0,14,False,Sleepmasters,2017,1,2,1
ZA,2017-01-15,14,14,False,OK Furniture,2017,1,2,0
ZA,2017-01-15,17,14,False,House and Home,2017,1,2,0
ZA,2017-01-15,0,14,False,House & Home,2017,1,2,1
ZA,2017-01-15,6,14,False,Lewis,2017,1,2,0
ZA,2017-01-15,0,14,False,Beares,2017,1,2,1
ZA,2017-01-15,0,14,False,Best Home & Electric,2017,1,2,1
ZA,2017-01-15,2,14,False,Best Home and Electric,2017,1,2,0
ZA,2017-01-15,0,14,False,Best Home,2017,1,2,1
ZA,2017-01-15,2,14,False,Dial a Bed,2017,1,2,0
ZA,2017-01-15,2,14,False,The Bed Centre,2017,1,2,0
ZA,2017-01-15,0,14,False,Bed centre,2017,1,2,1
ZA,2017-01-15,2,14,False,The Bed Shop,2017,1,2,0
ZA,2017-01-15,4,14,False,Tafelberg,2017,1,2,0
ZA,2017-01-15,0,14,False,The Mattress King,2017,1,2,1
ZA,2017-01-15,0,14,False,Mattress Gallery,2017,1,2,1
ZA,2017-01-15,2,14,False,Mattress Warehouse,2017,1,2,0
ZA,2017-01-15,2,14,False,Ericssons,2017,1,2,0
ZA,2017-01-22,8,12,False,Bradlows,2017,1,3,0
ZA,2017-01-22,2,12,False,Russells,2017,1,3,0
ZA,2017-01-22,2,12,False,Rochester,2017,1,3,0
ZA,2017-01-22,0,12,False,Sleepmasters,2017,1,3,1
ZA,2017-01-22,12,12,False,OK Furniture,2017,1,3,0
ZA,2017-01-22,15,12,False,House and Home,2017,1,3,0
ZA,2017-01-22,0,12,False,House & Home,2017,1,3,1
ZA,2017-01-22,12,12,False,Lewis,2017,1,3,0
ZA,2017-01-22,2,12,False,Beares,2017,1,3,0
ZA,2017-01-22,0,12,False,Best Home & Electric,2017,1,3,1
ZA,2017-01-22,0,12,False,Best Home and Electric,2017,1,3,1
ZA,2017-01-22,0,12,False,Best Home,2017,1,3,1
ZA,2017-01-22,6,12,False,Dial a Bed,2017,1,3,0
ZA,2017-01-22,0,12,False,The Bed Centre,2017,1,3,1
ZA,2017-01-22,2,12,False,Bed centre,2017,1,3,0
ZA,2017-01-22,2,12,False,The Bed Shop,2017,1,3,0
ZA,2017-01-22,2,12,False,Tafelberg,2017,1,3,0
ZA,2017-01-22,0,12,False,The Mattress King,2017,1,3,1
ZA,2017-01-22,0,12,False,Mattress Gallery,2017,1,3,1
ZA,2017-01-22,0,12,False,Mattress Warehouse,2017,1,3,1
ZA,2017-01-22,0,12,False,Ericssons,2017,1,3,1
ZA,2017-01-29,6,13,False,Bradlows,2017,1,4,0
ZA,2017-01-29,4,13,False,Russells,2017,1,4,0
ZA,2017-01-29,4,13,False,Rochester,2017,1,4,0
ZA,2017-01-29,0,13,False,Sleepmasters,2017,1,4,1
ZA,2017-01-29,13,13,False,OK Furniture,2017,1,4,0
ZA,2017-01-29,13,13,False,House and Home,2017,1,4,0
ZA,2017-01-29,2,13,False,House & Home,2017,1,4,0
ZA,2017-01-29,8,13,False,Lewis,2017,1,4,0
ZA,2017-01-29,0,13,False,Beares,2017,1,4,1
ZA,2017-01-29,0,13,False,Best Home & Electric,2017,1,4,1
ZA,2017-01-29,0,13,False,Best Home and Electric,2017,1,4,1
ZA,2017-01-29,2,13,False,Best Home,2017,1,4,0
ZA,2017-01-29,4,13,False,Dial a Bed,2017,1,4,0
ZA,2017-01-29,0,13,False,The Bed Centre,2017,1,4,1
ZA,2017-01-29,0,13,False,Bed centre,2017,1,4,1
ZA,2017-01-29,4,13,False,The Bed Shop,2017,1,4,0
ZA,2017-01-29,6,13,False,Tafelberg,2017,1,4,0
ZA,2017-01-29,0,13,False,The Mattress King,2017,1,4,1
ZA,2017-01-29,0,13,False,Mattress Gallery,2017,1,4,1
ZA,2017-01-29,2,13,False,Mattress Warehouse,2017,1,4,0
ZA,2017-01-29,0,13,False,Ericssons,2017,1,4,1
ZA,2017-02-05,2,21,False,Bradlows,2017,2,5,0
ZA,2017-02-05,0,21,False,Russells,2017,2,5,1
ZA,2017-02-05,4,21,False,Rochester,2017,2,5,0
ZA,2017-02-05,2,21,False,Sleepmasters,2017,2,5,0
ZA,2017-02-05,21,21,False,OK Furniture,2017,2,5,0
ZA,2017-02-05,9,21,False,House and Home,2017,2,5,0
ZA,2017-02-05,0,21,False,House & Home,2017,2,5,1
ZA,2017-02-05,6,21,False,Lewis,2017,2,5,0
ZA,2017-02-05,0,21,False,Beares,2017,2,5,1
ZA,2017-02-05,0,21,False,Best Home & Electric,2017,2,5,1
ZA,2017-02-05,0,21,False,Best Home and Electric,2017,2,5,1
ZA,2017-02-05,0,21,False,Best Home,2017,2,5,1
ZA,2017-02-05,0,21,False,Dial a Bed,2017,2,5,1
ZA,2017-02-05,0,21,False,The Bed Centre,2017,2,5,1
ZA,2017-02-05,0,21,False,Bed centre,2017,2,5,1
ZA,2017-02-05,2,21,False,The Bed Shop,2017,2,5,0
ZA,2017-02-05,4,21,False,Tafelberg,2017,2,5,0
ZA,2017-02-05,0,21,False,The Mattress King,2017,2,5,1
ZA,2017-02-05,4,21,False,Mattress Gallery,2017,2,5,0
ZA,2017-02-05,4,21,False,Mattress Warehouse,2017,2,5,0
ZA,2017-02-05,0,21,False,Ericssons,2017,2,5,1
ZA,2017-02-12,2,11,False,Bradlows,2017,2,6,0
ZA,2017-02-12,2,11,False,Russells,2017,2,6,0
ZA,2017-02-12,0,11,False,Rochester,2017,2,6,1
ZA,2017-02-12,2,11,False,Sleepmasters,2017,2,6,0
ZA,2017-02-12,11,11,False,OK Furniture,2017,2,6,0
ZA,2017-02-12,9,11,False,House and Home,2017,2,6,0
ZA,2017-02-12,0,11,False,House & Home,2017,2,6,1
ZA,2017-02-12,4,11,False,Lewis,2017,2,6,0
ZA,2017-02-12,0,11,False,Beares,2017,2,6,1
ZA,2017-02-12,0,11,False,Best Home & Electric,2017,2,6,1
ZA,2017-02-12,0,11,False,Best Home and Electric,2017,2,6,1
ZA,2017-02-12,0,11,False,Best Home,2017,2,6,1
ZA,2017-02-12,4,11,False,Dial a Bed,2017,2,6,0
ZA,2017-02-12,2,11,False,The Bed Centre,2017,2,6,0
ZA,2017-02-12,2,11,False,Bed centre,2017,2,6,0
ZA,2017-02-12,4,11,False,The Bed Shop,2017,2,6,0
ZA,2017-02-12,2,11,False,Tafelberg,2017,2,6,0
ZA,2017-02-12,0,11,False,The Mattress King,2017,2,6,1
ZA,2017-02-12,0,11,False,Mattress Gallery,2017,2,6,1
ZA,2017-02-12,6,11,False,Mattress Warehouse,2017,2,6,0
ZA,2017-02-12,0,11,False,Ericssons,2017,2,6,1
ZA,2017-02-19,4,13,False,Bradlows,2017,2,7,0
ZA,2017-02-19,6,13,False,Russells,2017,2,7,0
ZA,2017-02-19,6,13,False,Rochester,2017,2,7,0
ZA,2017-02-19,2,13,False,Sleepmasters,2017,2,7,0
ZA,2017-02-19,13,13,False,OK Furniture,2017,2,7,0
ZA,2017-02-19,11,13,False,House and Home,2017,2,7,0
ZA,2017-02-19,2,13,False,House & Home,2017,2,7,0
ZA,2017-02-19,2,13,False,Lewis,2017,2,7,0
ZA,2017-02-19,0,13,False,Beares,2017,2,7,1
ZA,2017-02-19,0,13,False,Best Home & Electric,2017,2,7,1
ZA,2017-02-19,0,13,False,Best Home and Electric,2017,2,7,1
ZA,2017-02-19,6,13,False,Best Home,2017,2,7,0
ZA,2017-02-19,4,13,False,Dial a Bed,2017,2,7,0
ZA,2017-02-19,0,13,False,The Bed Centre,2017,2,7,1
ZA,2017-02-19,0,13,False,Bed centre,2017,2,7,1
ZA,2017-02-19,2,13,False,The Bed Shop,2017,2,7,0
ZA,2017-02-19,0,13,False,Tafelberg,2017,2,7,1
ZA,2017-02-19,2,13,False,The Mattress King,2017,2,7,0
ZA,2017-02-19,0,13,False,Mattress Gallery,2017,2,7,1
ZA,2017-02-19,0,13,False,Mattress Warehouse,2017,2,7,1
ZA,2017-02-19,2,13,False,Ericssons,2017,2,7,0
ZA,2017-02-26,5,9,False,Bradlows,2017,2,8,0
ZA,2017-02-26,2,9,False,Russells,2017,2,8,0
ZA,2017-02-26,4,9,False,Rochester,2017,2,8,0
ZA,2017-02-26,2,9,False,Sleepmasters,2017,2,8,0
ZA,2017-02-26,9,9,False,OK Furniture,2017,2,8,0
ZA,2017-02-26,9,9,False,House and Home,2017,2,8,0
ZA,2017-02-26,0,9,False,House & Home,2017,2,8,1
ZA,2017-02-26,13,9,False,Lewis,2017,2,8,0
ZA,2017-02-26,2,9,False,Beares,2017,2,8,0
ZA,2017-02-26,0,9,False,Best Home & Electric,2017,2,8,1
ZA,2017-02-26,0,9,False,Best Home and Electric,2017,2,8,1
ZA,2017-02-26,0,9,False,Best Home,2017,2,8,1
ZA,2017-02-26,4,9,False,Dial a Bed,2017,2,8,0
ZA,2017-02-26,0,9,False,The Bed Centre,2017,2,8,1
ZA,2017-02-26,0,9,False,Bed centre,2017,2,8,1
ZA,2017-02-26,0,9,False,The Bed Shop,2017,2,8,1
ZA,2017-02-26,4,9,False,Tafelberg,2017,2,8,0
ZA,2017-02-26,0,9,False,The Mattress King,2017,2,8,1
ZA,2017-02-26,0,9,False,Mattress Gallery,2017,2,8,1
ZA,2017-02-26,0,9,False,Mattress Warehouse,2017,2,8,1
ZA,2017-02-26,0,9,False,Ericssons,2017,2,8,1
ZA,2017-03-05,2,11,False,Bradlows,2017,3,9,0
ZA,2017-03-05,2,11,False,Russells,2017,3,9,0
ZA,2017-03-05,0,11,False,Rochester,2017,3,9,1
ZA,2017-03-05,0,11,False,Sleepmasters,2017,3,9,1
ZA,2017-03-05,11,11,False,OK Furniture,2017,3,9,0
ZA,2017-03-05,7,11,False,House and Home,2017,3,9,0
ZA,2017-03-05,0,11,False,House & Home,2017,3,9,1
ZA,2017-03-05,4,11,False,Lewis,2017,3,9,0
ZA,2017-03-05,0,11,False,Beares,2017,3,9,1
ZA,2017-03-05,0,11,False,Best Home & Electric,2017,3,9,1
ZA,2017-03-05,0,11,False,Best Home and Electric,2017,3,9,1
ZA,2017-03-05,4,11,False,Best Home,2017,3,9,0
ZA,2017-03-05,5,11,False,Dial a Bed,2017,3,9,0
ZA,2017-03-05,2,11,False,The Bed Centre,2017,3,9,0
ZA,2017-03-05,4,11,False,Bed centre,2017,3,9,0
ZA,2017-03-05,0,11,False,The Bed Shop,2017,3,9,1
ZA,2017-03-05,0,11,False,Tafelberg,2017,3,9,1
ZA,2017-03-05,0,11,False,The Mattress King,2017,3,9,1
ZA,2017-03-05,0,11,False,Mattress Gallery,2017,3,9,1
ZA,2017-03-05,2,11,False,Mattress Warehouse,2017,3,9,0
ZA,2017-03-05,0,11,False,Ericssons,2017,3,9,1
ZA,2017-03-12,19,9,False,Bradlows,2017,3,10,0
ZA,2017-03-12,4,9,False,Russells,2017,3,10,0
ZA,2017-03-12,7,9,False,Rochester,2017,3,10,0
ZA,2017-03-12,2,9,False,Sleepmasters,2017,3,10,0
ZA,2017-03-12,9,9,False,OK Furniture,2017,3,10,0
ZA,2017-03-12,4,9,False,House and Home,2017,3,10,0
ZA,2017-03-12,0,9,False,House & Home,2017,3,10,1
ZA,2017-03-12,7,9,False,Lewis,2017,3,10,0
ZA,2017-03-12,2,9,False,Beares,2017,3,10,0
ZA,2017-03-12,0,9,False,Best Home & Electric,2017,3,10,1
ZA,2017-03-12,0,9,False,Best Home and Electric,2017,3,10,1
ZA,2017-03-12,7,9,False,Best Home,2017,3,10,0
ZA,2017-03-12,2,9,False,Dial a Bed,2017,3,10,0
ZA,2017-03-12,0,9,False,The Bed Centre,2017,3,10,1
ZA,2017-03-12,0,9,False,Bed centre,2017,3,10,1
ZA,2017-03-12,2,9,False,The Bed Shop,2017,3,10,0
ZA,2017-03-12,0,9,False,Tafelberg,2017,3,10,1
ZA,2017-03-12,0,9,False,The Mattress King,2017,3,10,1
ZA,2017-03-12,0,9,False,Mattress Gallery,2017,3,10,1
ZA,2017-03-12,0,9,False,Mattress Warehouse,2017,3,10,1
ZA,2017-03-12,0,9,False,Ericssons,2017,3,10,1
ZA,2017-03-19,8,16,False,Bradlows,2017,3,11,0
ZA,2017-03-19,0,16,False,Russells,2017,3,11,1
ZA,2017-03-19,0,16,False,Rochester,2017,3,11,1
ZA,2017-03-19,0,16,False,Sleepmasters,2017,3,11,1
ZA,2017-03-19,16,16,False,OK Furniture,2017,3,11,0
ZA,2017-03-19,14,16,False,House and Home,2017,3,11,0
ZA,2017-03-19,0,16,False,House & Home,2017,3,11,1
ZA,2017-03-19,14,16,False,Lewis,2017,3,11,0
ZA,2017-03-19,0,16,False,Beares,2017,3,11,1
ZA,2017-03-19,0,16,False,Best Home & Electric,2017,3,11,1
ZA,2017-03-19,0,16,False,Best Home and Electric,2017,3,11,1
ZA,2017-03-19,2,16,False,Best Home,2017,3,11,0
ZA,2017-03-19,0,16,False,Dial a Bed,2017,3,11,1
ZA,2017-03-19,0,16,False,The Bed Centre,2017,3,11,1
ZA,2017-03-19,2,16,False,Bed centre,2017,3,11,0
ZA,2017-03-19,0,16,False,The Bed Shop,2017,3,11,1
ZA,2017-03-19,4,16,False,Tafelberg,2017,3,11,0
ZA,2017-03-19,2,16,False,The Mattress King,2017,3,11,0
ZA,2017-03-19,0,16,False,Mattress Gallery,2017,3,11,1
ZA,2017-03-19,2,16,False,Mattress Warehouse,2017,3,11,0
ZA,2017-03-19,0,16,False,Ericssons,2017,3,11,1
ZA,2017-03-26,8,13,False,Bradlows,2017,3,12,0
ZA,2017-03-26,4,13,False,Russells,2017,3,12,0
ZA,2017-03-26,11,13,False,Rochester,2017,3,12,0
ZA,2017-03-26,0,13,False,Sleepmasters,2017,3,12,1
ZA,2017-03-26,13,13,False,OK Furniture,2017,3,12,0
ZA,2017-03-26,9,13,False,House and Home,2017,3,12,0
ZA,2017-03-26,0,13,False,House & Home,2017,3,12,1
ZA,2017-03-26,8,13,False,Lewis,2017,3,12,0
ZA,2017-03-26,0,13,False,Beares,2017,3,12,1
ZA,2017-03-26,0,13,False,Best Home & Electric,2017,3,12,1
ZA,2017-03-26,0,13,False,Best Home and Electric,2017,3,12,1
ZA,2017-03-26,2,13,False,Best Home,2017,3,12,0
ZA,2017-03-26,4,13,False,Dial a Bed,2017,3,12,0
ZA,2017-03-26,0,13,False,The Bed Centre,2017,3,12,1
ZA,2017-03-26,0,13,False,Bed centre,2017,3,12,1
ZA,2017-03-26,4,13,False,The Bed Shop,2017,3,12,0
ZA,2017-03-26,2,13,False,Tafelberg,2017,3,12,0
ZA,2017-03-26,0,13,False,The Mattress King,2017,3,12,1
ZA,2017-03-26,0,13,False,Mattress Gallery,2017,3,12,1
ZA,2017-03-26,0,13,False,Mattress Warehouse,2017,3,12,1
ZA,2017-03-26,0,13,False,Ericssons,2017,3,12,1
ZA,2017-04-02,9,18,False,Bradlows,2017,4,13,0
ZA,2017-04-02,2,18,False,Russells,2017,4,13,0
ZA,2017-04-02,4,18,False,Rochester,2017,4,13,0
ZA,2017-04-02,0,18,False,Sleepmasters,2017,4,13,1
ZA,2017-04-02,18,18,False,OK Furniture,2017,4,13,0
ZA,2017-04-02,13,18,False,House and Home,2017,4,13,0
ZA,2017-04-02,0,18,False,House & Home,2017,4,13,1
ZA,2017-04-02,6,18,False,Lewis,2017,4,13,0
ZA,2017-04-02,0,18,False,Beares,2017,4,13,1
ZA,2017-04-02,0,18,False,Best Home & Electric,2017,4,13,1
ZA,2017-04-02,0,18,False,Best Home and Electric,2017,4,13,1
ZA,2017-04-02,0,18,False,Best Home,2017,4,13,1
ZA,2017-04-02,7,18,False,Dial a Bed,2017,4,13,0
ZA,2017-04-02,0,18,False,The Bed Centre,2017,4,13,1
ZA,2017-04-02,0,18,False,Bed centre,2017,4,13,1
ZA,2017-04-02,7,18,False,The Bed Shop,2017,4,13,0
ZA,2017-04-02,0,18,False,Tafelberg,2017,4,13,1
ZA,2017-04-02,0,18,False,The Mattress King,2017,4,13,1
ZA,2017-04-02,0,18,False,Mattress Gallery,2017,4,13,1
ZA,2017-04-02,2,18,False,Mattress Warehouse,2017,4,13,0
ZA,2017-04-02,0,18,False,Ericssons,2017,4,13,1
ZA,2017-04-09,0,12,False,Bradlows,2017,4,14,1
ZA,2017-04-09,4,12,False,Russells,2017,4,14,0
ZA,2017-04-09,4,12,False,Rochester,2017,4,14,0
ZA,2017-04-09,0,12,False,Sleepmasters,2017,4,14,1
ZA,2017-04-09,12,12,False,OK Furniture,2017,4,14,0
ZA,2017-04-09,6,12,False,House and Home,2017,4,14,0
ZA,2017-04-09,0,12,False,House & Home,2017,4,14,1
ZA,2017-04-09,6,12,False,Lewis,2017,4,14,0
ZA,2017-04-09,0,12,False,Beares,2017,4,14,1
ZA,2017-04-09,0,12,False,Best Home & Electric,2017,4,14,1
ZA,2017-04-09,0,12,False,Best Home and Electric,2017,4,14,1
ZA,2017-04-09,0,12,False,Best Home,2017,4,14,1
ZA,2017-04-09,0,12,False,Dial a Bed,2017,4,14,1
ZA,2017-04-09,0,12,False,The Bed Centre,2017,4,14,1
ZA,2017-04-09,0,12,False,Bed centre,2017,4,14,1
ZA,2017-04-09,4,12,False,The Bed Shop,2017,4,14,0
ZA,2017-04-09,0,12,False,Tafelberg,2017,4,14,1
ZA,2017-04-09,0,12,False,The Mattress King,2017,4,14,1
ZA,2017-04-09,0,12,False,Mattress Gallery,2017,4,14,1
ZA,2017-04-09,2,12,False,Mattress Warehouse,2017,4,14,0
ZA,2017-04-09,0,12,False,Ericssons,2017,4,14,1
ZA,2017-04-16,4,8,False,Bradlows,2017,4,15,0
ZA,2017-04-16,0,8,False,Russells,2017,4,15,1
ZA,2017-04-16,2,8,False,Rochester,2017,4,15,0
ZA,2017-04-16,2,8,False,Sleepmasters,2017,4,15,0
ZA,2017-04-16,8,8,False,OK Furniture,2017,4,15,0
ZA,2017-04-16,2,8,False,House and Home,2017,4,15,0
ZA,2017-04-16,0,8,False,House & Home,2017,4,15,1
ZA,2017-04-16,4,8,False,Lewis,2017,4,15,0
ZA,2017-04-16,0,8,False,Beares,2017,4,15,1
ZA,2017-04-16,0,8,False,Best Home & Electric,2017,4,15,1
ZA,2017-04-16,0,8,False,Best Home and Electric,2017,4,15,1
ZA,2017-04-16,2,8,False,Best Home,2017,4,15,0
ZA,2017-04-16,6,8,False,Dial a Bed,2017,4,15,0
ZA,2017-04-16,0,8,False,The Bed Centre,2017,4,15,1
ZA,2017-04-16,0,8,False,Bed centre,2017,4,15,1
ZA,2017-04-16,2,8,False,The Bed Shop,2017,4,15,0
ZA,2017-04-16,0,8,False,Tafelberg,2017,4,15,1
ZA,2017-04-16,0,8,False,The Mattress King,2017,4,15,1
ZA,2017-04-16,0,8,False,Mattress Gallery,2017,4,15,1
ZA,2017-04-16,2,8,False,Mattress Warehouse,2017,4,15,0
ZA,2017-04-16,0,8,False,Ericssons,2017,4,15,1
ZA,2017-04-23,8,13,False,Bradlows,2017,4,16,0
ZA,2017-04-23,2,13,False,Russells,2017,4,16,0
ZA,2017-04-23,6,13,False,Rochester,2017,4,16,0
ZA,2017-04-23,0,13,False,Sleepmasters,2017,4,16,1
ZA,2017-04-23,13,13,False,OK Furniture,2017,4,16,0
ZA,2017-04-23,10,13,False,House and Home,2017,4,16,0
ZA,2017-04-23,2,13,False,House & Home,2017,4,16,0
ZA,2017-04-23,8,13,False,Lewis,2017,4,16,0
ZA,2017-04-23,0,13,False,Beares,2017,4,16,1
ZA,2017-04-23,0,13,False,Best Home & Electric,2017,4,16,1
ZA,2017-04-23,0,13,False,Best Home and Electric,2017,4,16,1
ZA,2017-04-23,0,13,False,Best Home,2017,4,16,1
ZA,2017-04-23,6,13,False,Dial a Bed,2017,4,16,0
ZA,2017-04-23,0,13,False,The Bed Centre,2017,4,16,1
ZA,2017-04-23,0,13,False,Bed centre,2017,4,16,1
ZA,2017-04-23,6,13,False,The Bed Shop,2017,4,16,0
ZA,2017-04-23,2,13,False,Tafelberg,2017,4,16,0
ZA,2017-04-23,0,13,False,The Mattress King,2017,4,16,1
ZA,2017-04-23,0,13,False,Mattress Gallery,2017,4,16,1
ZA,2017-04-23,6,13,False,Mattress Warehouse,2017,4,16,0
ZA,2017-04-23,0,13,False,Ericssons,2017,4,16,1
ZA,2017-04-30,8,13,False,Bradlows,2017,4,17,0
ZA,2017-04-30,0,13,False,Russells,2017,4,17,1
ZA,2017-04-30,2,13,False,Rochester,2017,4,17,0
ZA,2017-04-30,4,13,False,Sleepmasters,2017,4,17,0
ZA,2017-04-30,13,13,False,OK Furniture,2017,4,17,0
ZA,2017-04-30,6,13,False,House and Home,2017,4,17,0
ZA,2017-04-30,0,13,False,House & Home,2017,4,17,1
ZA,2017-04-30,6,13,False,Lewis,2017,4,17,0
ZA,2017-04-30,0,13,False,Beares,2017,4,17,1
ZA,2017-04-30,0,13,False,Best Home & Electric,2017,4,17,1
ZA,2017-04-30,0,13,False,Best Home and Electric,2017,4,17,1
ZA,2017-04-30,2,13,False,Best Home,2017,4,17,0
ZA,2017-04-30,0,13,False,Dial a Bed,2017,4,17,1
ZA,2017-04-30,0,13,False,The Bed Centre,2017,4,17,1
ZA,2017-04-30,0,13,False,Bed centre,2017,4,17,1
ZA,2017-04-30,2,13,False,The Bed Shop,2017,4,17,0
ZA,2017-04-30,0,13,False,Tafelberg,2017,4,17,1
ZA,2017-04-30,0,13,False,The Mattress King,2017,4,17,1
ZA,2017-04-30,0,13,False,Mattress Gallery,2017,4,17,1
ZA,2017-04-30,4,13,False,Mattress Warehouse,2017,4,17,0
ZA,2017-04-30,0,13,False,Ericssons,2017,4,17,1
ZA,2017-05-07,4,17,False,Bradlows,2017,5,18,0
ZA,2017-05-07,6,17,False,Russells,2017,5,18,0
ZA,2017-05-07,0,17,False,Rochester,2017,5,18,1
ZA,2017-05-07,0,17,False,Sleepmasters,2017,5,18,1
ZA,2017-05-07,17,17,False,OK Furniture,2017,5,18,0
ZA,2017-05-07,9,17,False,House and Home,2017,5,18,0
ZA,2017-05-07,0,17,False,House & Home,2017,5,18,1
ZA,2017-05-07,6,17,False,Lewis,2017,5,18,0
ZA,2017-05-07,0,17,False,Beares,2017,5,18,1
ZA,2017-05-07,0,17,False,Best Home & Electric,2017,5,18,1
ZA,2017-05-07,0,17,False,Best Home and Electric,2017,5,18,1
ZA,2017-05-07,2,17,False,Best Home,2017,5,18,0
ZA,2017-05-07,4,17,False,Dial a Bed,2017,5,18,0
ZA,2017-05-07,0,17,False,The Bed Centre,2017,5,18,1
ZA,2017-05-07,4,17,False,Bed centre,2017,5,18,0
ZA,2017-05-07,0,17,False,The Bed Shop,2017,5,18,1
ZA,2017-05-07,4,17,False,Tafelberg,2017,5,18,0
ZA,2017-05-07,2,17,False,The Mattress King,2017,5,18,0
ZA,2017-05-07,0,17,False,Mattress Gallery,2017,5,18,1
ZA,2017-05-07,0,17,False,Mattress Warehouse,2017,5,18,1
ZA,2017-05-07,0,17,False,Ericssons,2017,5,18,1
ZA,2017-05-14,4,20,False,Bradlows,2017,5,19,0
ZA,2017-05-14,2,20,False,Russells,2017,5,19,0
ZA,2017-05-14,2,20,False,Rochester,2017,5,19,0
ZA,2017-05-14,2,20,False,Sleepmasters,2017,5,19,0
ZA,2017-05-14,20,20,False,OK Furniture,2017,5,19,0
ZA,2017-05-14,2,20,False,House and Home,2017,5,19,0
ZA,2017-05-14,0,20,False,House & Home,2017,5,19,1
ZA,2017-05-14,12,20,False,Lewis,2017,5,19,0
ZA,2017-05-14,0,20,False,Beares,2017,5,19,1
ZA,2017-05-14,0,20,False,Best Home & Electric,2017,5,19,1
ZA,2017-05-14,0,20,False,Best Home and Electric,2017,5,19,1
ZA,2017-05-14,0,20,False,Best Home,2017,5,19,1
ZA,2017-05-14,2,20,False,Dial a Bed,2017,5,19,0
ZA,2017-05-14,0,20,False,The Bed Centre,2017,5,19,1
ZA,2017-05-14,0,20,False,Bed centre,2017,5,19,1
ZA,2017-05-14,4,20,False,The Bed Shop,2017,5,19,0
ZA,2017-05-14,2,20,False,Tafelberg,2017,5,19,0
ZA,2017-05-14,0,20,False,The Mattress King,2017,5,19,1
ZA,2017-05-14,2,20,False,Mattress Gallery,2017,5,19,0
ZA,2017-05-14,2,20,False,Mattress Warehouse,2017,5,19,0
ZA,2017-05-14,2,20,False,Ericssons,2017,5,19,0
ZA,2017-05-21,6,10,False,Bradlows,2017,5,20,0
ZA,2017-05-21,0,10,False,Russells,2017,5,20,1
ZA,2017-05-21,6,10,False,Rochester,2017,5,20,0
ZA,2017-05-21,2,10,False,Sleepmasters,2017,5,20,0
ZA,2017-05-21,10,10,False,OK Furniture,2017,5,20,0
ZA,2017-05-21,12,10,False,House and Home,2017,5,20,0
ZA,2017-05-21,4,10,False,House & Home,2017,5,20,0
