,area,date,interest,isPartial,brand,year,month,week,is_zero,estimated_min_interest,estimated_interest
15873,ZA-NC,2021-10-31,0,False,Dial a Bed,2021,10,43,1,3.5,3.5
15874,ZA-NC,2021-11-07,0,False,Dial a Bed,2021,11,44,1,3.5,3.5
15875,ZA-NC,2021-11-14,0,False,Dial a Bed,2021,11,45,1,3.5,3.5
15876,ZA-NC,2021-11-21,0,False,Dial a Bed,2021,11,46,1,3.5,3.5
15877,ZA-NC,2021-11-28,0,False,Dial a Bed,2021,11,47,1,3.5,3.5
15878,ZA-NC,2021-12-05,0,False,Dial a Bed,2021,12,48,1,3.5,3.5
15879,ZA-NC,2021-12-12,0,False,Dial a Bed,2021,12,49,1,3.5,3.5
15880,ZA-NC,2021-12-19,0,False,Dial a Bed,2021,12,50,1,3.5,3.5
15881,ZA-WC,2021-01-03,20,False,Dial a Bed,2021,1,53,0,3.5,20.0
15882,ZA-WC,2021-01-10,20,False,Dial a Bed,2021,1,1,0,3.5,20.0
15883,ZA-WC,2021-01-17,0,False,Dial a Bed,2021,1,2,1,3.5,3.5
15884,ZA-WC,2021-01-24,20,False,Dial a Bed,2021,1,3,0,3.5,20.0
15885,ZA-WC,2021-01-31,20,False,Dial a Bed,2021,1,4,0,3.5,20.0
15886,ZA-WC,2021-02-07,20,False,Dial a Bed,2021,2,5,0,3.5,20.0
15887,ZA-WC,2021-02-14,0,False,Dial a Bed,2021,2,6,1,3.5,3.5
15888,ZA-WC,2021-02-21,20,False,Dial a Bed,2021,2,7,0,3.5,20.0
15889,ZA-WC,2021-02-28,40,False,Dial a Bed,2021,2,8,0,3.5,40.0
15890,ZA-WC,2021-03-07,0,False,Dial a Bed,2021,3,9,1,3.5,3.5
15891,ZA-WC,2021-03-14,0,False,Dial a Bed,2021,3,10,1,3.5,3.5
15892,ZA-WC,2021-03-21,20,False,Dial a Bed,2021,3,11,0,3.5,20.0
15893,ZA-WC,2021-03-28,0,False,Dial a Bed,2021,3,12,1,3.5,3.5
15894,ZA-WC,2021-04-04,40,False,Dial a Bed,2021,4,13,0,3.5,40.0
15895,ZA-WC,2021-04-11,0,False,Dial a Bed,2021,4,14,1,3.5,3.5
15896,ZA-WC,2021-04-18,19,False,Dial a Bed,2021,4,15,0,3.5,19.0
15897,ZA-WC,2021-04-25,0,False,Dial a Bed,2021,4,16,1,3.5,3.5
15898,ZA-WC,2021-05-02,19,False,Dial a Bed,2021,5,17,0,3.5,19.0
15899,ZA-WC,2021-05-09,0,False,Dial a Bed,2021,5,18,1,3.5,3.5
15900,ZA-WC,2021-05-16,0,False,Dial a Bed,2021,5,19,1,3.5,3.5
15901,ZA-WC,2021-05-23,19,False,Dial a Bed,2021,5,20,0,3.5,19.0
15902,ZA-WC,2021-05-30,40,False,Dial a Bed,2021,5,21,0,3.5,40.0
15903,ZA-WC,2021-06-06,39,False,Dial a Bed,2021,6,22,0,3.5,39.0
15904,ZA-WC,2021-06-13,19,False,Dial a Bed,2021,6,23,0,3.5,19.0
15905,ZA-WC,2021-06-20,0,False,Dial a Bed,2021,6,24,1,3.5,3.5
15906,ZA-WC,2021-06-27,19,False,Dial a Bed,2021,6,25,0,3.5,19.0
15907,ZA-WC,2021-07-04,0,False,Dial a Bed,2021,7,26,1,3.5,3.5
15908,ZA-WC,2021-07-11,60,False,Dial a Bed,2021,7,27,0,3.5,60.0
15909,ZA-WC,2021-07-18,20,False,Dial a Bed,2021,7,28,0,3.5,20.0
15910,ZA-WC,2021-07-25,19,False,Dial a Bed,2021,7,29,0,3.5,19.0
15911,ZA-WC,2021-08-01,0,False,Dial a Bed,2021,8,30,1,3.5,3.5
15912,ZA-WC,2021-08-08,39,False,Dial a Bed,2021,8,31,0,3.5,39.0
15913,ZA-WC,2021-08-15,18,False,Dial a Bed,2021,8,32,0,3.5,18.0
15914,ZA-WC,2021-08-22,20,False,Dial a Bed,2021,8,33,0,3.5,20.0
15915,ZA-WC,2021-08-29,0,False,Dial a Bed,2021,8,34,1,3.5,3.5
15916,ZA-WC,2021-09-05,0,False,Dial a Bed,2021,9,35,1,3.5,3.5
15917,ZA-WC,2021-09-12,0,False,Dial a Bed,2021,9,36,1,3.5,3.5
15918,ZA-WC,2021-09-19,0,False,Dial a Bed,2021,9,37,1,3.5,3.5
15919,ZA-WC,2021-09-26,59,False,Dial a Bed,2021,9,38,0,3.5,59.0
15920,ZA-WC,2021-10-03,31,False,Dial a Bed,2021,10,39,0,3.5,31.0
15921,ZA-WC,2021-10-10,0,False,Dial a Bed,2021,10,40,1,3.5,3.5
15922,ZA-WC,2021-10-17,14,False,Dial a Bed,2021,10,41,0,3.5,14.0
15923,ZA-WC,2021-10-24,0,False,Dial a Bed,2021,10,42,1,3.5,3.5
15924,ZA-WC,2021-10-31,14,False,Dial a Bed,2021,10,43,0,3.5,14.0
15925,ZA-WC,2021-11-07,0,False,Dial a Bed,2021,11,44,1,3.5,3.5
15926,ZA-WC,2021-11-14,27,False,Dial a Bed,2021,11,45,0,3.5,27.0
15927,ZA-WC,2021-11-21,39,False,Dial a Bed,2021,11,46,0,3.5,39.0
15928,ZA-WC,2021-11-28,54,False,Dial a Bed,2021,11,47,0,3.5,54.0
15929,ZA-WC,2021-12-05,28,False,Dial a Bed,2021,12,48,0,3.5,28.0
15930,ZA-WC,2021-12-12,15,False,Dial a Bed,2021,12,49,0,3.5,15.0
15931,ZA-WC,2021-12-19,46,False,Dial a Bed,2021,12,50,0,3.5,46.0
15932,ZA,2021-01-03,0,False,The Bed Centre,2021,1,53,1,15.0,15.0
15933,ZA,2021-01-10,0,False,The Bed Centre,2021,1,1,1,15.0,15.0
15934,ZA,2021-01-17,0,False,The Bed Centre,2021,1,2,1,15.0,15.0
15935,ZA,2021-01-24,0,False,The Bed Centre,2021,1,3,1,15.0,15.0
15936,ZA,2021-01-31,0,False,The Bed Centre,2021,1,4,1,15.0,15.0
15937,ZA,2021-02-07,0,False,The Bed Centre,2021,2,5,1,15.0,15.0
15938,ZA,2021-02-14,0,False,The Bed Centre,2021,2,6,1,15.0,15.0
15939,ZA,2021-02-21,0,False,The Bed Centre,2021,2,7,1,15.0,15.0
15940,ZA,2021-02-28,90,False,The Bed Centre,2021,2,8,0,15.0,90.0
15941,ZA,2021-03-07,0,False,The Bed Centre,2021,3,9,1,15.0,15.0
15942,ZA,2021-03-14,0,False,The Bed Centre,2021,3,10,1,15.0,15.0
15943,ZA,2021-03-21,47,False,The Bed Centre,2021,3,11,0,15.0,47.0
15944,ZA,2021-03-28,0,False,The Bed Centre,2021,3,12,1,15.0,15.0
15945,ZA,2021-04-04,0,False,The Bed Centre,2021,4,13,1,15.0,15.0
15946,ZA,2021-04-11,44,False,The Bed Centre,2021,4,14,0,15.0,44.0
15947,ZA,2021-04-18,0,False,The Bed Centre,2021,4,15,1,15.0,15.0
15948,ZA,2021-04-25,0,False,The Bed Centre,2021,4,16,1,15.0,15.0
15949,ZA,2021-05-02,0,False,The Bed Centre,2021,5,17,1,15.0,15.0
15950,ZA,2021-05-09,0,False,The Bed Centre,2021,5,18,1,15.0,15.0
15951,ZA,2021-05-16,0,False,The Bed Centre,2021,5,19,1,15.0,15.0
15952,ZA,2021-05-23,0,False,The Bed Centre,2021,5,20,1,15.0,15.0
15953,ZA,2021-05-30,0,False,The Bed Centre,2021,5,21,1,15.0,15.0
15954,ZA,2021-06-06,0,False,The Bed Centre,2021,6,22,1,15.0,15.0
15955,ZA,2021-06-13,0,False,The Bed Centre,2021,6,23,1,15.0,15.0
15956,ZA,2021-06-20,0,False,The Bed Centre,2021,6,24,1,15.0,15.0
15957,ZA,2021-06-27,44,False,The Bed Centre,2021,6,25,0,15.0,44.0
15958,ZA,2021-07-04,0,False,The Bed Centre,2021,7,26,1,15.0,15.0
15959,ZA,2021-07-11,48,False,The Bed Centre,2021,7,27,0,15.0,48.0
15960,ZA,2021-07-18,0,False,The Bed Centre,2021,7,28,1,15.0,15.0
15961,ZA,2021-07-25,0,False,The Bed Centre,2021,7,29,1,15.0,15.0
15962,ZA,2021-08-01,0,False,The Bed Centre,2021,8,30,1,15.0,15.0
15963,ZA,2021-08-08,0,False,The Bed Centre,2021,8,31,1,15.0,15.0
15964,ZA,2021-08-15,0,False,The Bed Centre,2021,8,32,1,15.0,15.0
15965,ZA,2021-08-22,47,False,The Bed Centre,2021,8,33,0,15.0,47.0
15966,ZA,2021-08-29,44,False,The Bed Centre,2021,8,34,0,15.0,44.0
15967,ZA,2021-09-05,0,False,The Bed Centre,2021,9,35,1,15.0,15.0
15968,ZA,2021-09-12,0,False,The Bed Centre,2021,9,36,1,15.0,15.0
15969,ZA,2021-09-19,0,False,The Bed Centre,2021,9,37,1,15.0,15.0
15970,ZA,2021-09-26,0,False,The Bed Centre,2021,9,38,1,15.0,15.0
15971,ZA,2021-10-03,0,False,The Bed Centre,2021,10,39,1,15.0,15.0
15972,ZA,2021-10-10,0,False,The Bed Centre,2021,10,40,1,15.0,15.0
15973,ZA,2021-10-17,0,False,The Bed Centre,2021,10,41,1,15.0,15.0
15974,ZA,2021-10-24,0,False,The Bed Centre,2021,10,42,1,15.0,15.0
15975,ZA,2021-10-31,32,False,The Bed Centre,2021,10,43,0,15.0,32.0
15976,ZA,2021-11-07,0,False,The Bed Centre,2021,11,44,1,15.0,15.0
15977,ZA,2021-11-14,31,False,The Bed Centre,2021,11,45,0,15.0,31.0
15978,ZA,2021-11-21,30,False,The Bed Centre,2021,11,46,0,15.0,30.0
15979,ZA,2021-11-28,0,False,The Bed Centre,2021,11,47,1,15.0,15.0
15980,ZA,2021-12-05,0,False,The Bed Centre,2021,12,48,1,15.0,15.0
15981,ZA,2021-12-12,69,False,The Bed Centre,2021,12,49,0,15.0,69.0
15982,ZA,2021-12-19,0,False,The Bed Centre,2021,12,50,1,15.0,15.0
15983,ZA-GT,2021-01-03,0,False,The Bed Centre,2021,1,53,1,15.0,15.0
15984,ZA-GT,2021-01-10,0,False,The Bed Centre,2021,1,1,1,15.0,15.0
15985,ZA-GT,2021-01-17,0,False,The Bed Centre,2021,1,2,1,15.0,15.0
15986,ZA-GT,2021-01-24,0,False,The Bed Centre,2021,1,3,1,15.0,15.0
15987,ZA-GT,2021-01-31,0,False,The Bed Centre,2021,1,4,1,15.0,15.0
15988,ZA-GT,2021-02-07,0,False,The Bed Centre,2021,2,5,1,15.0,15.0
15989,ZA-GT,2021-02-14,0,False,The Bed Centre,2021,2,6,1,15.0,15.0
15990,ZA-GT,2021-02-21,0,False,The Bed Centre,2021,2,7,1,15.0,15.0
15991,ZA-GT,2021-02-28,63,False,The Bed Centre,2021,2,8,0,15.0,63.0
15992,ZA-GT,2021-03-07,0,False,The Bed Centre,2021,3,9,1,15.0,15.0
15993,ZA-GT,2021-03-14,0,False,The Bed Centre,2021,3,10,1,15.0,15.0
15994,ZA-GT,2021-03-21,0,False,The Bed Centre,2021,3,11,1,15.0,15.0
15995,ZA-GT,2021-03-28,0,False,The Bed Centre,2021,3,12,1,15.0,15.0
15996,ZA-GT,2021-04-04,0,False,The Bed Centre,2021,4,13,1,15.0,15.0
15997,ZA-GT,2021-04-11,0,False,The Bed Centre,2021,4,14,1,15.0,15.0
15998,ZA-GT,2021-04-18,63,False,The Bed Centre,2021,4,15,0,15.0,63.0
15999,ZA-GT,2021-04-25,0,False,The Bed Centre,2021,4,16,1,15.0,15.0
16000,ZA-GT,2021-05-02,62,False,The Bed Centre,2021,5,17,0,15.0,62.0
16001,ZA-GT,2021-05-09,0,False,The Bed Centre,2021,5,18,1,15.0,15.0
16002,ZA-GT,2021-05-16,0,False,The Bed Centre,2021,5,19,1,15.0,15.0
16003,ZA-GT,2021-05-23,0,False,The Bed Centre,2021,5,20,1,15.0,15.0
16004,ZA-GT,2021-05-30,0,False,The Bed Centre,2021,5,21,1,15.0,15.0
16005,ZA-GT,2021-06-06,0,False,The Bed Centre,2021,6,22,1,15.0,15.0
16006,ZA-GT,2021-06-13,0,False,The Bed Centre,2021,6,23,1,15.0,15.0
16007,ZA-GT,2021-06-20,0,False,The Bed Centre,2021,6,24,1,15.0,15.0
16008,ZA-GT,2021-06-27,0,False,The Bed Centre,2021,6,25,1,15.0,15.0
16009,ZA-GT,2021-07-04,0,False,The Bed Centre,2021,7,26,1,15.0,15.0
16010,ZA-GT,2021-07-11,0,False,The Bed Centre,2021,7,27,1,15.0,15.0
16011,ZA-GT,2021-07-18,0,False,The Bed Centre,2021,7,28,1,15.0,15.0
16012,ZA-GT,2021-07-25,0,False,The Bed Centre,2021,7,29,1,15.0,15.0
16013,ZA-GT,2021-08-01,63,False,The Bed Centre,2021,8,30,0,15.0,63.0
16014,ZA-GT,2021-08-08,0,False,The Bed Centre,2021,8,31,1,15.0,15.0
16015,ZA-GT,2021-08-15,0,False,The Bed Centre,2021,8,32,1,15.0,15.0
16016,ZA-GT,2021-08-22,67,False,The Bed Centre,2021,8,33,0,15.0,67.0
16017,ZA-GT,2021-08-29,0,False,The Bed Centre,2021,8,34,1,15.0,15.0
16018,ZA-GT,2021-09-05,0,False,The Bed Centre,2021,9,35,1,15.0,15.0
16019,ZA-GT,2021-09-12,0,False,The Bed Centre,2021,9,36,1,15.0,15.0
16020,ZA-GT,2021-09-19,0,False,The Bed Centre,2021,9,37,1,15.0,15.0
16021,ZA-GT,2021-09-26,0,False,The Bed Centre,2021,9,38,1,15.0,15.0
16022,ZA-GT,2021-10-03,0,False,The Bed Centre,2021,10,39,1,15.0,15.0
16023,ZA-GT,2021-10-10,46,False,The Bed Centre,2021,10,40,0,15.0,46.0
16024,ZA-GT,2021-10-17,0,False,The Bed Centre,2021,10,41,1,15.0,15.0
16025,ZA-GT,2021-10-24,0,False,The Bed Centre,2021,10,42,1,15.0,15.0
16026,ZA-GT,2021-10-31,0,False,The Bed Centre,2021,10,43,1,15.0,15.0
16027,ZA-GT,2021-11-07,0,False,The Bed Centre,2021,11,44,1,15.0,15.0
16028,ZA-GT,2021-11-14,87,False,The Bed Centre,2021,11,45,0,15.0,87.0
16029,ZA-GT,2021-11-21,0,False,The Bed Centre,2021,11,46,1,15.0,15.0
16030,ZA-GT,2021-11-28,0,False,The Bed Centre,2021,11,47,1,15.0,15.0
16031,ZA-GT,2021-12-05,0,False,The Bed Centre,2021,12,48,1,15.0,15.0
16032,ZA-GT,2021-12-12,0,False,The Bed Centre,2021,12,49,1,15.0,15.0
16033,ZA-GT,2021-12-19,0,False,The Bed Centre,2021,12,50,1,15.0,15.0
16034,ZA-WC,2021-01-03,0,False,The Bed Centre,2021,1,53,1,15.0,15.0
16035,ZA-WC,2021-01-10,0,False,The Bed Centre,2021,1,1,1,15.0,15.0
16036,ZA-WC,2021-01-17,86,False,The Bed Centre,2021,1,2,0,15.0,86.0
16037,ZA-WC,2021-01-24,0,False,The Bed Centre,2021,1,3,1,15.0,15.0
16038,ZA-WC,2021-01-31,0,False,The Bed Centre,2021,1,4,1,15.0,15.0
16039,ZA-WC,2021-02-07,0,False,The Bed Centre,2021,2,5,1,15.0,15.0
16040,ZA-WC,2021-02-14,0,False,The Bed Centre,2021,2,6,1,15.0,15.0
16041,ZA-WC,2021-02-21,0,False,The Bed Centre,2021,2,7,1,15.0,15.0
16042,ZA-WC,2021-02-28,84,False,The Bed Centre,2021,2,8,0,15.0,84.0
16043,ZA-WC,2021-03-07,0,False,The Bed Centre,2021,3,9,1,15.0,15.0
16044,ZA-WC,2021-03-14,0,False,The Bed Centre,2021,3,10,1,15.0,15.0
16045,ZA-WC,2021-03-21,88,False,The Bed Centre,2021,3,11,0,15.0,88.0
16046,ZA-WC,2021-03-28,0,False,The Bed Centre,2021,3,12,1,15.0,15.0
16047,ZA-WC,2021-04-04,0,False,The Bed Centre,2021,4,13,1,15.0,15.0
16048,ZA-WC,2021-04-11,0,False,The Bed Centre,2021,4,14,1,15.0,15.0
16049,ZA-WC,2021-04-18,0,False,The Bed Centre,2021,4,15,1,15.0,15.0
16050,ZA-WC,2021-04-25,0,False,The Bed Centre,2021,4,16,1,15.0,15.0
16051,ZA-WC,2021-05-02,0,False,The Bed Centre,2021,5,17,1,15.0,15.0
16052,ZA-WC,2021-05-09,0,False,The Bed Centre,2021,5,18,1,15.0,15.0
16053,ZA-WC,2021-05-16,82,False,The Bed Centre,2021,5,19,0,15.0,82.0
16054,ZA-WC,2021-05-23,80,False,The Bed Centre,2021,5,20,0,15.0,80.0
16055,ZA-WC,2021-05-30,0,False,The Bed Centre,2021,5,21,1,15.0,15.0
16056,ZA-WC,2021-06-06,0,False,The Bed Centre,2021,6,22,1,15.0,15.0
16057,ZA-WC,2021-06-13,0,False,The Bed Centre,2021,6,23,1,15.0,15.0
16058,ZA-WC,2021-06-20,0,False,The Bed Centre,2021,6,24,1,15.0,15.0
16059,ZA-WC,2021-06-27,0,False,The Bed Centre,2021,6,25,1,15.0,15.0
16060,ZA-WC,2021-07-04,0,False,The Bed Centre,2021,7,26,1,15.0,15.0
16061,ZA-WC,2021-07-11,0,False,The Bed Centre,2021,7,27,1,15.0,15.0
16062,ZA-WC,2021-07-18,0,False,The Bed Centre,2021,7,28,1,15.0,15.0
16063,ZA-WC,2021-07-25,0,False,The Bed Centre,2021,7,29,1,15.0,15.0
16064,ZA-WC,2021-08-01,0,False,The Bed Centre,2021,8,30,1,15.0,15.0
16065,ZA-WC,2021-08-08,0,False,The Bed Centre,2021,8,31,1,15.0,15.0
16066,ZA-WC,2021-08-15,0,False,The Bed Centre,2021,8,32,1,15.0,15.0
16067,ZA-WC,2021-08-22,0,False,The Bed Centre,2021,8,33,1,15.0,15.0
16068,ZA-WC,2021-08-29,83,False,The Bed Centre,2021,8,34,0,15.0,83.0
16069,ZA-WC,2021-09-05,0,False,The Bed Centre,2021,9,35,1,15.0,15.0
16070,ZA-WC,2021-09-12,0,False,The Bed Centre,2021,9,36,1,15.0,15.0
16071,ZA-WC,2021-09-19,89,False,The Bed Centre,2021,9,37,0,15.0,89.0
16072,ZA-WC,2021-09-26,0,False,The Bed Centre,2021,9,38,1,15.0,15.0
16073,ZA-WC,2021-10-03,0,False,The Bed Centre,2021,10,39,1,15.0,15.0
16074,ZA-WC,2021-10-10,0,False,The Bed Centre,2021,10,40,1,15.0,15.0
16075,ZA-WC,2021-10-17,0,False,The Bed Centre,2021,10,41,1,15.0,15.0
16076,ZA-WC,2021-10-24,0,False,The Bed Centre,2021,10,42,1,15.0,15.0
16077,ZA-WC,2021-10-31,60,False,The Bed Centre,2021,10,43,0,15.0,60.0
16078,ZA-WC,2021-11-07,0,False,The Bed Centre,2021,11,44,1,15.0,15.0
16079,ZA-WC,2021-11-14,0,False,The Bed Centre,2021,11,45,1,15.0,15.0
16080,ZA-WC,2021-11-21,55,False,The Bed Centre,2021,11,46,0,15.0,55.0
16081,ZA-WC,2021-11-28,0,False,The Bed Centre,2021,11,47,1,15.0,15.0
16082,ZA-WC,2021-12-05,60,False,The Bed Centre,2021,12,48,0,15.0,60.0
16083,ZA-WC,2021-12-12,62,False,The Bed Centre,2021,12,49,0,15.0,62.0
16084,ZA-WC,2021-12-19,0,False,The Bed Centre,2021,12,50,1,15.0,15.0
16085,ZA,2021-01-03,0,False,The Bed Shop,2021,1,53,1,6.0,6.0
16086,ZA,2021-01-10,35,False,The Bed Shop,2021,1,1,0,6.0,35.0
16087,ZA,2021-01-17,70,False,The Bed Shop,2021,1,2,0,6.0,70.0
16088,ZA,2021-01-24,33,False,The Bed Shop,2021,1,3,0,6.0,33.0
16089,ZA,2021-01-31,51,False,The Bed Shop,2021,1,4,0,6.0,51.0
16090,ZA,2021-02-07,35,False,The Bed Shop,2021,2,5,0,6.0,35.0
16091,ZA,2021-02-14,18,False,The Bed Shop,2021,2,6,0,6.0,18.0
16092,ZA,2021-02-21,34,False,The Bed Shop,2021,2,7,0,6.0,34.0
16093,ZA,2021-02-28,17,False,The Bed Shop,2021,2,8,0,6.0,17.0
16094,ZA,2021-03-07,17,False,The Bed Shop,2021,3,9,0,6.0,17.0
16095,ZA,2021-03-14,16,False,The Bed Shop,2021,3,10,0,6.0,16.0
16096,ZA,2021-03-21,70,False,The Bed Shop,2021,3,11,0,6.0,70.0
16097,ZA,2021-03-28,18,False,The Bed Shop,2021,3,12,0,6.0,18.0
16098,ZA,2021-04-04,51,False,The Bed Shop,2021,4,13,0,6.0,51.0
16099,ZA,2021-04-11,49,False,The Bed Shop,2021,4,14,0,6.0,49.0
16100,ZA,2021-04-18,67,False,The Bed Shop,2021,4,15,0,6.0,67.0
16101,ZA,2021-04-25,17,False,The Bed Shop,2021,4,16,0,6.0,17.0
16102,ZA,2021-05-02,16,False,The Bed Shop,2021,5,17,0,6.0,16.0
16103,ZA,2021-05-09,0,False,The Bed Shop,2021,5,18,1,6.0,6.0
16104,ZA,2021-05-16,0,False,The Bed Shop,2021,5,19,1,6.0,6.0
16105,ZA,2021-05-23,0,False,The Bed Shop,2021,5,20,1,6.0,6.0
16106,ZA,2021-05-30,17,False,The Bed Shop,2021,5,21,0,6.0,17.0
16107,ZA,2021-06-06,17,False,The Bed Shop,2021,6,22,0,6.0,17.0
16108,ZA,2021-06-13,51,False,The Bed Shop,2021,6,23,0,6.0,51.0
16109,ZA,2021-06-20,17,False,The Bed Shop,2021,6,24,0,6.0,17.0
16110,ZA,2021-06-27,49,False,The Bed Shop,2021,6,25,0,6.0,49.0
16111,ZA,2021-07-04,34,False,The Bed Shop,2021,7,26,0,6.0,34.0
16112,ZA,2021-07-11,18,False,The Bed Shop,2021,7,27,0,6.0,18.0
16113,ZA,2021-07-18,35,False,The Bed Shop,2021,7,28,0,6.0,35.0
16114,ZA,2021-07-25,69,False,The Bed Shop,2021,7,29,0,6.0,69.0
16115,ZA,2021-08-01,17,False,The Bed Shop,2021,8,30,0,6.0,17.0
16116,ZA,2021-08-08,33,False,The Bed Shop,2021,8,31,0,6.0,33.0
16117,ZA,2021-08-15,48,False,The Bed Shop,2021,8,32,0,6.0,48.0
16118,ZA,2021-08-22,52,False,The Bed Shop,2021,8,33,0,6.0,52.0
16119,ZA,2021-08-29,17,False,The Bed Shop,2021,8,34,0,6.0,17.0
16120,ZA,2021-09-05,51,False,The Bed Shop,2021,9,35,0,6.0,51.0
16121,ZA,2021-09-12,17,False,The Bed Shop,2021,9,36,0,6.0,17.0
16122,ZA,2021-09-19,18,False,The Bed Shop,2021,9,37,0,6.0,18.0
16123,ZA,2021-09-26,0,False,The Bed Shop,2021,9,38,1,6.0,6.0
16124,ZA,2021-10-03,40,False,The Bed Shop,2021,10,39,0,6.0,40.0
16125,ZA,2021-10-10,24,False,The Bed Shop,2021,10,40,0,6.0,24.0
16126,ZA,2021-10-17,47,False,The Bed Shop,2021,10,41,0,6.0,47.0
16127,ZA,2021-10-24,0,False,The Bed Shop,2021,10,42,1,6.0,6.0
16128,ZA,2021-10-31,12,False,The Bed Shop,2021,10,43,0,6.0,12.0
16129,ZA,2021-11-07,25,False,The Bed Shop,2021,11,44,0,6.0,25.0
16130,ZA,2021-11-14,24,False,The Bed Shop,2021,11,45,0,6.0,24.0
16131,ZA,2021-11-21,34,False,The Bed Shop,2021,11,46,0,6.0,34.0
16132,ZA,2021-11-28,47,False,The Bed Shop,2021,11,47,0,6.0,47.0
16133,ZA,2021-12-05,12,False,The Bed Shop,2021,12,48,0,6.0,12.0
16134,ZA,2021-12-12,13,False,The Bed Shop,2021,12,49,0,6.0,13.0
16135,ZA,2021-12-19,14,False,The Bed Shop,2021,12,50,0,6.0,14.0
16136,ZA-FS,2021-01-03,0,False,The Bed Shop,2021,1,53,1,6.0,6.0
16137,ZA-FS,2021-01-10,0,False,The Bed Shop,2021,1,1,1,6.0,6.0
16138,ZA-FS,2021-01-17,0,False,The Bed Shop,2021,1,2,1,6.0,6.0
16139,ZA-FS,2021-01-24,0,False,The Bed Shop,2021,1,3,1,6.0,6.0
16140,ZA-FS,2021-01-31,0,False,The Bed Shop,2021,1,4,1,6.0,6.0
16141,ZA-FS,2021-02-07,0,False,The Bed Shop,2021,2,5,1,6.0,6.0
16142,ZA-FS,2021-02-14,0,False,The Bed Shop,2021,2,6,1,6.0,6.0
16143,ZA-FS,2021-02-21,0,False,The Bed Shop,2021,2,7,1,6.0,6.0
16144,ZA-FS,2021-02-28,0,False,The Bed Shop,2021,2,8,1,6.0,6.0
16145,ZA-FS,2021-03-07,0,False,The Bed Shop,2021,3,9,1,6.0,6.0
16146,ZA-FS,2021-03-14,0,False,The Bed Shop,2021,3,10,1,6.0,6.0
16147,ZA-FS,2021-03-21,0,False,The Bed Shop,2021,3,11,1,6.0,6.0
16148,ZA-FS,2021-03-28,0,False,The Bed Shop,2021,3,12,1,6.0,6.0
16149,ZA-FS,2021-04-04,0,False,The Bed Shop,2021,4,13,1,6.0,6.0
16150,ZA-FS,2021-04-11,0,False,The Bed Shop,2021,4,14,1,6.0,6.0
16151,ZA-FS,2021-04-18,0,False,The Bed Shop,2021,4,15,1,6.0,6.0
16152,ZA-FS,2021-04-25,0,False,The Bed Shop,2021,4,16,1,6.0,6.0
16153,ZA-FS,2021-05-02,0,False,The Bed Shop,2021,5,17,1,6.0,6.0
16154,ZA-FS,2021-05-09,0,False,The Bed Shop,2021,5,18,1,6.0,6.0
16155,ZA-FS,2021-05-16,37,False,The Bed Shop,2021,5,19,0,6.0,37.0
16156,ZA-FS,2021-05-23,0,False,The Bed Shop,2021,5,20,1,6.0,6.0
16157,ZA-FS,2021-05-30,0,False,The Bed Shop,2021,5,21,1,6.0,6.0
16158,ZA-FS,2021-06-06,0,False,The Bed Shop,2021,6,22,1,6.0,6.0
16159,ZA-FS,2021-06-13,0,False,The Bed Shop,2021,6,23,1,6.0,6.0
16160,ZA-FS,2021-06-20,0,False,The Bed Shop,2021,6,24,1,6.0,6.0
16161,ZA-FS,2021-06-27,0,False,The Bed Shop,2021,6,25,1,6.0,6.0
16162,ZA-FS,2021-07-04,0,False,The Bed Shop,2021,7,26,1,6.0,6.0
16163,ZA-FS,2021-07-11,0,False,The Bed Shop,2021,7,27,1,6.0,6.0
16164,ZA-FS,2021-07-18,0,False,The Bed Shop,2021,7,28,1,6.0,6.0
16165,ZA-FS,2021-07-25,37,False,The Bed Shop,2021,7,29,0,6.0,37.0
16166,ZA-FS,2021-08-01,0,False,The Bed Shop,2021,8,30,1,6.0,6.0
16167,ZA-FS,2021-08-08,0,False,The Bed Shop,2021,8,31,1,6.0,6.0
16168,ZA-FS,2021-08-15,0,False,The Bed Shop,2021,8,32,1,6.0,6.0
16169,ZA-FS,2021-08-22,0,False,The Bed Shop,2021,8,33,1,6.0,6.0
16170,ZA-FS,2021-08-29,0,False,The Bed Shop,2021,8,34,1,6.0,6.0
16171,ZA-FS,2021-09-05,38,False,The Bed Shop,2021,9,35,0,6.0,38.0
16172,ZA-FS,2021-09-12,0,False,The Bed Shop,2021,9,36,1,6.0,6.0
16173,ZA-FS,2021-09-19,0,False,The Bed Shop,2021,9,37,1,6.0,6.0
16174,ZA-FS,2021-09-26,0,False,The Bed Shop,2021,9,38,1,6.0,6.0
16175,ZA-FS,2021-10-03,0,False,The Bed Shop,2021,10,39,1,6.0,6.0
16176,ZA-FS,2021-10-10,0,False,The Bed Shop,2021,10,40,1,6.0,6.0
16177,ZA-FS,2021-10-17,0,False,The Bed Shop,2021,10,41,1,6.0,6.0
16178,ZA-FS,2021-10-24,0,False,The Bed Shop,2021,10,42,1,6.0,6.0
16179,ZA-FS,2021-10-31,0,False,The Bed Shop,2021,10,43,1,6.0,6.0
16180,ZA-FS,2021-11-07,0,False,The Bed Shop,2021,11,44,1,6.0,6.0
16181,ZA-FS,2021-11-14,0,False,The Bed Shop,2021,11,45,1,6.0,6.0
16182,ZA-FS,2021-11-21,0,False,The Bed Shop,2021,11,46,1,6.0,6.0
