,area,date,interest,isPartial,brand,year,month,week,is_zero,estimated_min_interest,estimated_interest
0,ZA,2019-01-06,35,False,Bradlows,2019,1,1,0,2.5,35.0
1,ZA,2019-01-13,34,False,Bradlows,2019,1,2,0,2.5,34.0
2,ZA,2019-01-20,34,False,Bradlows,2019,1,3,0,2.5,34.0
3,ZA,2019-01-27,19,False,Bradlows,2019,1,4,0,2.5,19.0
4,ZA,2019-02-03,14,False,Bradlows,2019,2,5,0,2.5,14.0
5,ZA,2019-02-10,33,False,Bradlows,2019,2,6,0,2.5,33.0
6,ZA,2019-02-17,14,False,Bradlows,2019,2,7,0,2.5,14.0
7,ZA,2019-02-24,33,False,Bradlows,2019,2,8,0,2.5,33.0
8,ZA,2019-03-03,14,False,Bradlows,2019,3,9,0,2.5,14.0
9,ZA,2019-03-10,14,False,Bradlows,2019,3,10,0,2.5,14.0
10,ZA,2019-03-17,31,False,Bradlows,2019,3,11,0,2.5,31.0
11,ZA,2019-03-24,19,False,Bradlows,2019,3,12,0,2.5,19.0
12,ZA,2019-03-31,19,False,Bradlows,2019,3,13,0,2.5,19.0
13,ZA,2019-04-07,24,False,Bradlows,2019,4,14,0,2.5,24.0
14,ZA,2019-04-14,15,False,Bradlows,2019,4,15,0,2.5,15.0
15,ZA,2019-04-21,25,False,Bradlows,2019,4,16,0,2.5,25.0
16,ZA,2019-04-28,48,False,Bradlows,2019,4,17,0,2.5,48.0
17,ZA,2019-05-05,27,False,Bradlows,2019,5,18,0,2.5,27.0
18,ZA,2019-05-12,14,False,Bradlows,2019,5,19,0,2.5,14.0
19,ZA,2019-05-19,29,False,Bradlows,2019,5,20,0,2.5,29.0
20,ZA,2019-05-26,33,False,Bradlows,2019,5,21,0,2.5,33.0
21,ZA,2019-06-02,23,False,Bradlows,2019,6,22,0,2.5,23.0
22,ZA,2019-06-09,43,False,Bradlows,2019,6,23,0,2.5,43.0
23,ZA,2019-06-16,61,False,Bradlows,2019,6,24,0,2.5,61.0
24,ZA,2019-06-23,48,False,Bradlows,2019,6,25,0,2.5,48.0
25,ZA,2019-06-30,46,False,Bradlows,2019,6,26,0,2.5,46.0
26,ZA,2019-07-07,28,False,Bradlows,2019,7,27,0,2.5,28.0
27,ZA,2019-07-14,37,False,Bradlows,2019,7,28,0,2.5,37.0
28,ZA,2019-07-21,28,False,Bradlows,2019,7,29,0,2.5,28.0
29,ZA,2019-07-28,23,False,Bradlows,2019,7,30,0,2.5,23.0
30,ZA,2019-08-04,18,False,Bradlows,2019,8,31,0,2.5,18.0
31,ZA,2019-08-11,26,False,Bradlows,2019,8,32,0,2.5,26.0
32,ZA,2019-08-18,18,False,Bradlows,2019,8,33,0,2.5,18.0
33,ZA,2019-08-25,35,False,Bradlows,2019,8,34,0,2.5,35.0
34,ZA,2019-09-01,26,False,Bradlows,2019,9,35,0,2.5,26.0
35,ZA,2019-09-08,26,False,Bradlows,2019,9,36,0,2.5,26.0
36,ZA,2019-09-15,26,False,Bradlows,2019,9,37,0,2.5,26.0
37,ZA,2019-09-22,28,False,Bradlows,2019,9,38,0,2.5,28.0
38,ZA,2019-09-29,34,False,Bradlows,2019,9,39,0,2.5,34.0
39,ZA,2019-10-06,42,False,Bradlows,2019,10,40,0,2.5,42.0
40,ZA,2019-10-13,34,False,Bradlows,2019,10,41,0,2.5,34.0
41,ZA,2019-10-20,29,False,Bradlows,2019,10,42,0,2.5,29.0
42,ZA,2019-10-27,17,False,Bradlows,2019,10,43,0,2.5,17.0
43,ZA,2019-11-03,37,False,Bradlows,2019,11,44,0,2.5,37.0
44,ZA,2019-11-10,38,False,Bradlows,2019,11,45,0,2.5,38.0
45,ZA,2019-11-17,52,False,Bradlows,2019,11,46,0,2.5,52.0
46,ZA,2019-11-24,44,False,Bradlows,2019,11,47,0,2.5,44.0
47,ZA,2019-12-01,35,False,Bradlows,2019,12,48,0,2.5,35.0
48,ZA,2019-12-08,43,False,Bradlows,2019,12,49,0,2.5,43.0
49,ZA,2019-12-15,29,False,Bradlows,2019,12,50,0,2.5,29.0
50,ZA,2019-12-22,6,False,Bradlows,2019,12,51,0,2.5,6.0
51,ZA,2019-12-29,36,False,Bradlows,2019,12,52,0,2.5,36.0
52,ZA-EC,2019-01-06,50,False,Bradlows,2019,1,1,0,2.5,50.0
53,ZA-EC,2019-01-13,49,False,Bradlows,2019,1,2,0,2.5,49.0
54,ZA-EC,2019-01-20,0,False,Bradlows,2019,1,3,1,2.5,2.5
55,ZA-EC,2019-01-27,0,False,Bradlows,2019,1,4,1,2.5,2.5
56,ZA-EC,2019-02-03,0,False,Bradlows,2019,2,5,1,2.5,2.5
57,ZA-EC,2019-02-10,94,False,Bradlows,2019,2,6,0,2.5,94.0
58,ZA-EC,2019-02-17,0,False,Bradlows,2019,2,7,1,2.5,2.5
59,ZA-EC,2019-02-24,45,False,Bradlows,2019,2,8,0,2.5,45.0
60,ZA-EC,2019-03-03,0,False,Bradlows,2019,3,9,1,2.5,2.5
61,ZA-EC,2019-03-10,0,False,Bradlows,2019,3,10,1,2.5,2.5
62,ZA-EC,2019-03-17,52,False,Bradlows,2019,3,11,0,2.5,52.0
63,ZA-EC,2019-03-24,0,False,Bradlows,2019,3,12,1,2.5,2.5
64,ZA-EC,2019-03-31,46,False,Bradlows,2019,3,13,0,2.5,46.0
65,ZA-EC,2019-04-07,45,False,Bradlows,2019,4,14,0,2.5,45.0
66,ZA-EC,2019-04-14,0,False,Bradlows,2019,4,15,1,2.5,2.5
67,ZA-EC,2019-04-21,0,False,Bradlows,2019,4,16,1,2.5,2.5
68,ZA-EC,2019-04-28,0,False,Bradlows,2019,4,17,1,2.5,2.5
69,ZA-EC,2019-05-05,0,False,Bradlows,2019,5,18,1,2.5,2.5
70,ZA-EC,2019-05-12,0,False,Bradlows,2019,5,19,1,2.5,2.5
71,ZA-EC,2019-05-19,0,False,Bradlows,2019,5,20,1,2.5,2.5
72,ZA-EC,2019-05-26,0,False,Bradlows,2019,5,21,1,2.5,2.5
73,ZA-EC,2019-06-02,0,False,Bradlows,2019,6,22,1,2.5,2.5
74,ZA-EC,2019-06-09,94,False,Bradlows,2019,6,23,0,2.5,94.0
75,ZA-EC,2019-06-16,0,False,Bradlows,2019,6,24,1,2.5,2.5
76,ZA-EC,2019-06-23,46,False,Bradlows,2019,6,25,0,2.5,46.0
77,ZA-EC,2019-06-30,0,False,Bradlows,2019,6,26,1,2.5,2.5
78,ZA-EC,2019-07-07,0,False,Bradlows,2019,7,27,1,2.5,2.5
79,ZA-EC,2019-07-14,0,False,Bradlows,2019,7,28,1,2.5,2.5
80,ZA-EC,2019-07-21,0,False,Bradlows,2019,7,29,1,2.5,2.5
81,ZA-EC,2019-07-28,0,False,Bradlows,2019,7,30,1,2.5,2.5
82,ZA-EC,2019-08-04,0,False,Bradlows,2019,8,31,1,2.5,2.5
83,ZA-EC,2019-08-11,0,False,Bradlows,2019,8,32,1,2.5,2.5
84,ZA-EC,2019-08-18,42,False,Bradlows,2019,8,33,0,2.5,42.0
85,ZA-EC,2019-08-25,0,False,Bradlows,2019,8,34,1,2.5,2.5
86,ZA-EC,2019-09-01,0,False,Bradlows,2019,9,35,1,2.5,2.5
87,ZA-EC,2019-09-08,42,False,Bradlows,2019,9,36,0,2.5,42.0
88,ZA-EC,2019-09-15,0,False,Bradlows,2019,9,37,1,2.5,2.5
89,ZA-EC,2019-09-22,0,False,Bradlows,2019,9,38,1,2.5,2.5
90,ZA-EC,2019-09-29,0,False,Bradlows,2019,9,39,1,2.5,2.5
91,ZA-EC,2019-10-06,0,False,Bradlows,2019,10,40,1,2.5,2.5
92,ZA-EC,2019-10-13,39,False,Bradlows,2019,10,41,0,2.5,39.0
93,ZA-EC,2019-10-20,37,False,Bradlows,2019,10,42,0,2.5,37.0
94,ZA-EC,2019-10-27,0,False,Bradlows,2019,10,43,1,2.5,2.5
95,ZA-EC,2019-11-03,0,False,Bradlows,2019,11,44,1,2.5,2.5
96,ZA-EC,2019-11-10,0,False,Bradlows,2019,11,45,1,2.5,2.5
97,ZA-EC,2019-11-17,40,False,Bradlows,2019,11,46,0,2.5,40.0
98,ZA-EC,2019-11-24,0,False,Bradlows,2019,11,47,1,2.5,2.5
99,ZA-EC,2019-12-01,0,False,Bradlows,2019,12,48,1,2.5,2.5
100,ZA-EC,2019-12-08,0,False,Bradlows,2019,12,49,1,2.5,2.5
101,ZA-EC,2019-12-15,42,False,Bradlows,2019,12,50,0,2.5,42.0
102,ZA-EC,2019-12-22,0,False,Bradlows,2019,12,51,1,2.5,2.5
103,ZA-EC,2019-12-29,39,False,Bradlows,2019,12,52,0,2.5,39.0
104,ZA-FS,2019-01-06,35,False,Bradlows,2019,1,1,0,2.5,35.0
105,ZA-FS,2019-01-13,34,False,Bradlows,2019,1,2,0,2.5,34.0
106,ZA-FS,2019-01-20,0,False,Bradlows,2019,1,3,1,2.5,2.5
107,ZA-FS,2019-01-27,0,False,Bradlows,2019,1,4,1,2.5,2.5
108,ZA-FS,2019-02-03,30,False,Bradlows,2019,2,5,0,2.5,30.0
109,ZA-FS,2019-02-10,0,False,Bradlows,2019,2,6,1,2.5,2.5
110,ZA-FS,2019-02-17,0,False,Bradlows,2019,2,7,1,2.5,2.5
111,ZA-FS,2019-02-24,0,False,Bradlows,2019,2,8,1,2.5,2.5
112,ZA-FS,2019-03-03,0,False,Bradlows,2019,3,9,1,2.5,2.5
113,ZA-FS,2019-03-10,0,False,Bradlows,2019,3,10,1,2.5,2.5
114,ZA-FS,2019-03-17,0,False,Bradlows,2019,3,11,1,2.5,2.5
115,ZA-FS,2019-03-24,0,False,Bradlows,2019,3,12,1,2.5,2.5
116,ZA-FS,2019-03-31,0,False,Bradlows,2019,3,13,1,2.5,2.5
117,ZA-FS,2019-04-07,0,False,Bradlows,2019,4,14,1,2.5,2.5
118,ZA-FS,2019-04-14,0,False,Bradlows,2019,4,15,1,2.5,2.5
119,ZA-FS,2019-04-21,0,False,Bradlows,2019,4,16,1,2.5,2.5
120,ZA-FS,2019-04-28,0,False,Bradlows,2019,4,17,1,2.5,2.5
121,ZA-FS,2019-05-05,0,False,Bradlows,2019,5,18,1,2.5,2.5
122,ZA-FS,2019-05-12,0,False,Bradlows,2019,5,19,1,2.5,2.5
123,ZA-FS,2019-05-19,0,False,Bradlows,2019,5,20,1,2.5,2.5
124,ZA-FS,2019-05-26,0,False,Bradlows,2019,5,21,1,2.5,2.5
125,ZA-FS,2019-06-02,0,False,Bradlows,2019,6,22,1,2.5,2.5
126,ZA-FS,2019-06-09,0,False,Bradlows,2019,6,23,1,2.5,2.5
127,ZA-FS,2019-06-16,0,False,Bradlows,2019,6,24,1,2.5,2.5
128,ZA-FS,2019-06-23,0,False,Bradlows,2019,6,25,1,2.5,2.5
129,ZA-FS,2019-06-30,0,False,Bradlows,2019,6,26,1,2.5,2.5
130,ZA-FS,2019-07-07,0,False,Bradlows,2019,7,27,1,2.5,2.5
131,ZA-FS,2019-07-14,0,False,Bradlows,2019,7,28,1,2.5,2.5
132,ZA-FS,2019-07-21,0,False,Bradlows,2019,7,29,1,2.5,2.5
133,ZA-FS,2019-07-28,0,False,Bradlows,2019,7,30,1,2.5,2.5
134,ZA-FS,2019-08-04,0,False,Bradlows,2019,8,31,1,2.5,2.5
135,ZA-FS,2019-08-11,0,False,Bradlows,2019,8,32,1,2.5,2.5
136,ZA-FS,2019-08-18,0,False,Bradlows,2019,8,33,1,2.5,2.5
137,ZA-FS,2019-08-25,0,False,Bradlows,2019,8,34,1,2.5,2.5
138,ZA-FS,2019-09-01,0,False,Bradlows,2019,9,35,1,2.5,2.5
139,ZA-FS,2019-09-08,0,False,Bradlows,2019,9,36,1,2.5,2.5
140,ZA-FS,2019-09-15,0,False,Bradlows,2019,9,37,1,2.5,2.5
141,ZA-FS,2019-09-22,0,False,Bradlows,2019,9,38,1,2.5,2.5
142,ZA-FS,2019-09-29,0,False,Bradlows,2019,9,39,1,2.5,2.5
143,ZA-FS,2019-10-06,25,False,Bradlows,2019,10,40,0,2.5,25.0
144,ZA-FS,2019-10-13,0,False,Bradlows,2019,10,41,1,2.5,2.5
145,ZA-FS,2019-10-20,25,False,Bradlows,2019,10,42,0,2.5,25.0
146,ZA-FS,2019-10-27,0,False,Bradlows,2019,10,43,1,2.5,2.5
147,ZA-FS,2019-11-03,0,False,Bradlows,2019,11,44,1,2.5,2.5
148,ZA-FS,2019-11-10,0,False,Bradlows,2019,11,45,1,2.5,2.5
149,ZA-FS,2019-11-17,0,False,Bradlows,2019,11,46,1,2.5,2.5
150,ZA-FS,2019-11-24,0,False,Bradlows,2019,11,47,1,2.5,2.5
151,ZA-FS,2019-12-01,0,False,Bradlows,2019,12,48,1,2.5,2.5
152,ZA-FS,2019-12-08,0,False,Bradlows,2019,12,49,1,2.5,2.5
153,ZA-FS,2019-12-15,30,False,Bradlows,2019,12,50,0,2.5,30.0
154,ZA-FS,2019-12-22,0,False,Bradlows,2019,12,51,1,2.5,2.5
155,ZA-FS,2019-12-29,0,False,Bradlows,2019,12,52,1,2.5,2.5
156,ZA-GT,2019-01-06,12,False,Bradlows,2019,1,1,0,2.5,12.0
157,ZA-GT,2019-01-13,24,False,Bradlows,2019,1,2,0,2.5,24.0
158,ZA-GT,2019-01-20,30,False,Bradlows,2019,1,3,0,2.5,30.0
159,ZA-GT,2019-01-27,23,False,Bradlows,2019,1,4,0,2.5,23.0
160,ZA-GT,2019-02-03,23,False,Bradlows,2019,2,5,0,2.5,23.0
161,ZA-GT,2019-02-10,17,False,Bradlows,2019,2,6,0,2.5,17.0
162,ZA-GT,2019-02-17,18,False,Bradlows,2019,2,7,0,2.5,18.0
163,ZA-GT,2019-02-24,24,False,Bradlows,2019,2,8,0,2.5,24.0
164,ZA-GT,2019-03-03,18,False,Bradlows,2019,3,9,0,2.5,18.0
165,ZA-GT,2019-03-10,6,False,Bradlows,2019,3,10,0,2.5,6.0
166,ZA-GT,2019-03-17,20,False,Bradlows,2019,3,11,0,2.5,20.0
167,ZA-GT,2019-03-24,12,False,Bradlows,2019,3,12,0,2.5,12.0
168,ZA-GT,2019-03-31,12,False,Bradlows,2019,3,13,0,2.5,12.0
169,ZA-GT,2019-04-07,12,False,Bradlows,2019,4,14,0,2.5,12.0
170,ZA-GT,2019-04-14,0,False,Bradlows,2019,4,15,1,2.5,2.5
171,ZA-GT,2019-04-21,20,False,Bradlows,2019,4,16,0,2.5,20.0
172,ZA-GT,2019-04-28,18,False,Bradlows,2019,4,17,0,2.5,18.0
173,ZA-GT,2019-05-05,23,False,Bradlows,2019,5,18,0,2.5,23.0
174,ZA-GT,2019-05-12,6,False,Bradlows,2019,5,19,0,2.5,6.0
175,ZA-GT,2019-05-19,6,False,Bradlows,2019,5,20,0,2.5,6.0
176,ZA-GT,2019-05-26,12,False,Bradlows,2019,5,21,0,2.5,12.0
177,ZA-GT,2019-06-02,11,False,Bradlows,2019,6,22,0,2.5,11.0
178,ZA-GT,2019-06-09,24,False,Bradlows,2019,6,23,0,2.5,24.0
179,ZA-GT,2019-06-16,32,False,Bradlows,2019,6,24,0,2.5,32.0
180,ZA-GT,2019-06-23,12,False,Bradlows,2019,6,25,0,2.5,12.0
181,ZA-GT,2019-06-30,54,False,Bradlows,2019,6,26,0,2.5,54.0
182,ZA-GT,2019-07-07,18,False,Bradlows,2019,7,27,0,2.5,18.0
183,ZA-GT,2019-07-14,18,False,Bradlows,2019,7,28,0,2.5,18.0
184,ZA-GT,2019-07-21,24,False,Bradlows,2019,7,29,0,2.5,24.0
185,ZA-GT,2019-07-28,6,False,Bradlows,2019,7,30,0,2.5,6.0
186,ZA-GT,2019-08-04,12,False,Bradlows,2019,8,31,0,2.5,12.0
187,ZA-GT,2019-08-11,28,False,Bradlows,2019,8,32,0,2.5,28.0
188,ZA-GT,2019-08-18,11,False,Bradlows,2019,8,33,0,2.5,11.0
189,ZA-GT,2019-08-25,6,False,Bradlows,2019,8,34,0,2.5,6.0
190,ZA-GT,2019-09-01,11,False,Bradlows,2019,9,35,0,2.5,11.0
191,ZA-GT,2019-09-08,34,False,Bradlows,2019,9,36,0,2.5,34.0
192,ZA-GT,2019-09-15,17,False,Bradlows,2019,9,37,0,2.5,17.0
193,ZA-GT,2019-09-22,18,False,Bradlows,2019,9,38,0,2.5,18.0
194,ZA-GT,2019-09-29,5,False,Bradlows,2019,9,39,0,2.5,5.0
195,ZA-GT,2019-10-06,44,False,Bradlows,2019,10,40,0,2.5,44.0
196,ZA-GT,2019-10-13,17,False,Bradlows,2019,10,41,0,2.5,17.0
197,ZA-GT,2019-10-20,27,False,Bradlows,2019,10,42,0,2.5,27.0
198,ZA-GT,2019-10-27,27,False,Bradlows,2019,10,43,0,2.5,27.0
199,ZA-GT,2019-11-03,21,False,Bradlows,2019,11,44,0,2.5,21.0
200,ZA-GT,2019-11-10,22,False,Bradlows,2019,11,45,0,2.5,22.0
201,ZA-GT,2019-11-17,11,False,Bradlows,2019,11,46,0,2.5,11.0
202,ZA-GT,2019-11-24,17,False,Bradlows,2019,11,47,0,2.5,17.0
203,ZA-GT,2019-12-01,23,False,Bradlows,2019,12,48,0,2.5,23.0
204,ZA-GT,2019-12-08,12,False,Bradlows,2019,12,49,0,2.5,12.0
205,ZA-GT,2019-12-15,27,False,Bradlows,2019,12,50,0,2.5,27.0
206,ZA-GT,2019-12-22,17,False,Bradlows,2019,12,51,0,2.5,17.0
207,ZA-GT,2019-12-29,7,False,Bradlows,2019,12,52,0,2.5,7.0
208,ZA-NL,2019-01-06,0,False,Bradlows,2019,1,1,1,2.5,2.5
209,ZA-NL,2019-01-13,0,False,Bradlows,2019,1,2,1,2.5,2.5
210,ZA-NL,2019-01-20,0,False,Bradlows,2019,1,3,1,2.5,2.5
211,ZA-NL,2019-01-27,18,False,Bradlows,2019,1,4,0,2.5,18.0
212,ZA-NL,2019-02-03,53,False,Bradlows,2019,2,5,0,2.5,53.0
213,ZA-NL,2019-02-10,18,False,Bradlows,2019,2,6,0,2.5,18.0
214,ZA-NL,2019-02-17,0,False,Bradlows,2019,2,7,1,2.5,2.5
215,ZA-NL,2019-02-24,0,False,Bradlows,2019,2,8,1,2.5,2.5
216,ZA-NL,2019-03-03,0,False,Bradlows,2019,3,9,1,2.5,2.5
217,ZA-NL,2019-03-10,18,False,Bradlows,2019,3,10,0,2.5,18.0
218,ZA-NL,2019-03-17,19,False,Bradlows,2019,3,11,0,2.5,19.0
219,ZA-NL,2019-03-24,0,False,Bradlows,2019,3,12,1,2.5,2.5
220,ZA-NL,2019-03-31,18,False,Bradlows,2019,3,13,0,2.5,18.0
221,ZA-NL,2019-04-07,37,False,Bradlows,2019,4,14,0,2.5,37.0
222,ZA-NL,2019-04-14,0,False,Bradlows,2019,4,15,1,2.5,2.5
223,ZA-NL,2019-04-21,0,False,Bradlows,2019,4,16,1,2.5,2.5
224,ZA-NL,2019-04-28,18,False,Bradlows,2019,4,17,0,2.5,18.0
225,ZA-NL,2019-05-05,0,False,Bradlows,2019,5,18,1,2.5,2.5
226,ZA-NL,2019-05-12,0,False,Bradlows,2019,5,19,1,2.5,2.5
227,ZA-NL,2019-05-19,0,False,Bradlows,2019,5,20,1,2.5,2.5
228,ZA-NL,2019-05-26,0,False,Bradlows,2019,5,21,1,2.5,2.5
229,ZA-NL,2019-06-02,17,False,Bradlows,2019,6,22,0,2.5,17.0
230,ZA-NL,2019-06-09,0,False,Bradlows,2019,6,23,1,2.5,2.5
231,ZA-NL,2019-06-16,0,False,Bradlows,2019,6,24,1,2.5,2.5
232,ZA-NL,2019-06-23,18,False,Bradlows,2019,6,25,0,2.5,18.0
233,ZA-NL,2019-06-30,0,False,Bradlows,2019,6,26,1,2.5,2.5
234,ZA-NL,2019-07-07,0,False,Bradlows,2019,7,27,1,2.5,2.5
235,ZA-NL,2019-07-14,0,False,Bradlows,2019,7,28,1,2.5,2.5
236,ZA-NL,2019-07-21,0,False,Bradlows,2019,7,29,1,2.5,2.5
237,ZA-NL,2019-07-28,0,False,Bradlows,2019,7,30,1,2.5,2.5
238,ZA-NL,2019-08-04,0,False,Bradlows,2019,8,31,1,2.5,2.5
239,ZA-NL,2019-08-11,0,False,Bradlows,2019,8,32,1,2.5,2.5
240,ZA-NL,2019-08-18,16,False,Bradlows,2019,8,33,0,2.5,16.0
241,ZA-NL,2019-08-25,48,False,Bradlows,2019,8,34,0,2.5,48.0
242,ZA-NL,2019-09-01,16,False,Bradlows,2019,9,35,0,2.5,16.0
243,ZA-NL,2019-09-08,0,False,Bradlows,2019,9,36,1,2.5,2.5
244,ZA-NL,2019-09-15,16,False,Bradlows,2019,9,37,0,2.5,16.0
245,ZA-NL,2019-09-22,17,False,Bradlows,2019,9,38,0,2.5,17.0
246,ZA-NL,2019-09-29,0,False,Bradlows,2019,9,39,1,2.5,2.5
247,ZA-NL,2019-10-06,31,False,Bradlows,2019,10,40,0,2.5,31.0
248,ZA-NL,2019-10-13,32,False,Bradlows,2019,10,41,0,2.5,32.0
249,ZA-NL,2019-10-20,31,False,Bradlows,2019,10,42,0,2.5,31.0
250,ZA-NL,2019-10-27,0,False,Bradlows,2019,10,43,1,2.5,2.5
251,ZA-NL,2019-11-03,31,False,Bradlows,2019,11,44,0,2.5,31.0
252,ZA-NL,2019-11-10,30,False,Bradlows,2019,11,45,0,2.5,30.0
253,ZA-NL,2019-11-17,49,False,Bradlows,2019,11,46,0,2.5,49.0
254,ZA-NL,2019-11-24,64,False,Bradlows,2019,11,47,0,2.5,64.0
255,ZA-NL,2019-12-01,33,False,Bradlows,2019,12,48,0,2.5,33.0
256,ZA-NL,2019-12-08,18,False,Bradlows,2019,12,49,0,2.5,18.0
257,ZA-NL,2019-12-15,0,False,Bradlows,2019,12,50,1,2.5,2.5
258,ZA-NL,2019-12-22,0,False,Bradlows,2019,12,51,1,2.5,2.5
259,ZA-NL,2019-12-29,36,False,Bradlows,2019,12,52,0,2.5,36.0
260,ZA-LP,2019-01-06,0,False,Bradlows,2019,1,1,1,2.5,2.5
261,ZA-LP,2019-01-13,0,False,Bradlows,2019,1,2,1,2.5,2.5
262,ZA-LP,2019-01-20,0,False,Bradlows,2019,1,3,1,2.5,2.5
263,ZA-LP,2019-01-27,0,False,Bradlows,2019,1,4,1,2.5,2.5
264,ZA-LP,2019-02-03,0,False,Bradlows,2019,2,5,1,2.5,2.5
265,ZA-LP,2019-02-10,0,False,Bradlows,2019,2,6,1,2.5,2.5
266,ZA-LP,2019-02-17,0,False,Bradlows,2019,2,7,1,2.5,2.5
267,ZA-LP,2019-02-24,0,False,Bradlows,2019,2,8,1,2.5,2.5
268,ZA-LP,2019-03-03,0,False,Bradlows,2019,3,9,1,2.5,2.5
269,ZA-LP,2019-03-10,62,False,Bradlows,2019,3,10,0,2.5,62.0
270,ZA-LP,2019-03-17,72,False,Bradlows,2019,3,11,0,2.5,72.0
271,ZA-LP,2019-03-24,0,False,Bradlows,2019,3,12,1,2.5,2.5
272,ZA-LP,2019-03-31,0,False,Bradlows,2019,3,13,1,2.5,2.5
273,ZA-LP,2019-04-07,63,False,Bradlows,2019,4,14,0,2.5,63.0
274,ZA-LP,2019-04-14,65,False,Bradlows,2019,4,15,0,2.5,65.0
275,ZA-LP,2019-04-21,0,False,Bradlows,2019,4,16,1,2.5,2.5
276,ZA-LP,2019-04-28,0,False,Bradlows,2019,4,17,1,2.5,2.5
277,ZA-LP,2019-05-05,0,False,Bradlows,2019,5,18,1,2.5,2.5
278,ZA-LP,2019-05-12,0,False,Bradlows,2019,5,19,1,2.5,2.5
279,ZA-LP,2019-05-19,0,False,Bradlows,2019,5,20,1,2.5,2.5
280,ZA-LP,2019-05-26,60,False,Bradlows,2019,5,21,0,2.5,60.0
281,ZA-LP,2019-06-02,59,False,Bradlows,2019,6,22,0,2.5,59.0
282,ZA-LP,2019-06-09,0,False,Bradlows,2019,6,23,1,2.5,2.5
283,ZA-LP,2019-06-16,64,False,Bradlows,2019,6,24,0,2.5,64.0
284,ZA-LP,2019-06-23,0,False,Bradlows,2019,6,25,1,2.5,2.5
285,ZA-LP,2019-06-30,55,False,Bradlows,2019,6,26,0,2.5,55.0
286,ZA-LP,2019-07-07,0,False,Bradlows,2019,7,27,1,2.5,2.5
287,ZA-LP,2019-07-14,0,False,Bradlows,2019,7,28,1,2.5,2.5
288,ZA-LP,2019-07-21,0,False,Bradlows,2019,7,29,1,2.5,2.5
289,ZA-LP,2019-07-28,0,False,Bradlows,2019,7,30,1,2.5,2.5
290,ZA-LP,2019-08-04,0,False,Bradlows,2019,8,31,1,2.5,2.5
291,ZA-LP,2019-08-11,52,False,Bradlows,2019,8,32,0,2.5,52.0
292,ZA-LP,2019-08-18,0,False,Bradlows,2019,8,33,1,2.5,2.5
293,ZA-LP,2019-08-25,0,False,Bradlows,2019,8,34,1,2.5,2.5
294,ZA-LP,2019-09-01,0,False,Bradlows,2019,9,35,1,2.5,2.5
295,ZA-LP,2019-09-08,53,False,Bradlows,2019,9,36,0,2.5,53.0
296,ZA-LP,2019-09-15,0,False,Bradlows,2019,9,37,1,2.5,2.5
297,ZA-LP,2019-09-22,0,False,Bradlows,2019,9,38,1,2.5,2.5
298,ZA-LP,2019-09-29,100,False,Bradlows,2019,9,39,0,2.5,100.0
299,ZA-LP,2019-10-06,100,False,Bradlows,2019,10,40,0,2.5,100.0
300,ZA-LP,2019-10-13,0,False,Bradlows,2019,10,41,1,2.5,2.5
301,ZA-LP,2019-10-20,0,False,Bradlows,2019,10,42,1,2.5,2.5
302,ZA-LP,2019-10-27,0,False,Bradlows,2019,10,43,1,2.5,2.5
303,ZA-LP,2019-11-03,0,False,Bradlows,2019,11,44,1,2.5,2.5
304,ZA-LP,2019-11-10,0,False,Bradlows,2019,11,45,1,2.5,2.5
305,ZA-LP,2019-11-17,0,False,Bradlows,2019,11,46,1,2.5,2.5
306,ZA-LP,2019-11-24,51,False,Bradlows,2019,11,47,0,2.5,51.0
307,ZA-LP,2019-12-01,0,False,Bradlows,2019,12,48,1,2.5,2.5
308,ZA-LP,2019-12-08,0,False,Bradlows,2019,12,49,1,2.5,2.5
309,ZA-LP,2019-12-15,98,False,Bradlows,2019,12,50,0,2.5,98.0
310,ZA-LP,2019-12-22,0,False,Bradlows,2019,12,51,1,2.5,2.5
311,ZA-LP,2019-12-29,88,False,Bradlows,2019,12,52,0,2.5,88.0
312,ZA-MP,2019-01-06,26,False,Bradlows,2019,1,1,0,2.5,26.0
313,ZA-MP,2019-01-13,52,False,Bradlows,2019,1,2,0,2.5,52.0
314,ZA-MP,2019-01-20,0,False,Bradlows,2019,1,3,1,2.5,2.5
315,ZA-MP,2019-01-27,0,False,Bradlows,2019,1,4,1,2.5,2.5
316,ZA-MP,2019-02-03,0,False,Bradlows,2019,2,5,1,2.5,2.5
317,ZA-MP,2019-02-10,0,False,Bradlows,2019,2,6,1,2.5,2.5
318,ZA-MP,2019-02-17,27,False,Bradlows,2019,2,7,0,2.5,27.0
319,ZA-MP,2019-02-24,0,False,Bradlows,2019,2,8,1,2.5,2.5
320,ZA-MP,2019-03-03,0,False,Bradlows,2019,3,9,1,2.5,2.5
321,ZA-MP,2019-03-10,0,False,Bradlows,2019,3,10,1,2.5,2.5
322,ZA-MP,2019-03-17,0,False,Bradlows,2019,3,11,1,2.5,2.5
323,ZA-MP,2019-03-24,0,False,Bradlows,2019,3,12,1,2.5,2.5
324,ZA-MP,2019-03-31,27,False,Bradlows,2019,3,13,0,2.5,27.0
325,ZA-MP,2019-04-07,0,False,Bradlows,2019,4,14,1,2.5,2.5
326,ZA-MP,2019-04-14,0,False,Bradlows,2019,4,15,1,2.5,2.5
327,ZA-MP,2019-04-21,0,False,Bradlows,2019,4,16,1,2.5,2.5
